i,j,fam,hrsn,das,dt_days,offset,offset_debiased,err,nsta,rms_ms,rad,R_sep,vspread,tag
120,148,True,0.9872999663491724,0.7916169715694473,38.93246527777778,98.14405141554079,0.0,22770.002535765758,6,28.2955274115199,19.93512367030764,4.92317243869028,25.382082262614986,20250402/20250511
121,148,True,0.9624622562233114,0.7420813700126455,38.93215277777778,1159.8761122778055,0.0,20438.38001469797,5,21.62449194942114,19.7069281966514,58.85626114347398,299.9679600716977,20250402/20250511
2,185,True,0.9908045384847818,0.6833187942310601,440.14561342592594,20.057629264381102,0.0,93.99561282457616,6,0.8621323007311721,14.949233802690072,1.3417162062695005,5.187317913219061,20240513/20250727
125,148,True,0.7859882755893757,0.6679528992234933,35.24469907407408,792.605216487172,0.0,2053.4731480974856,7,21.212409930987267,36.27596165935505,21.849323359916237,204.98410771225474,20250406/20250511
26,176,True,0.8528463165078962,0.6643771925074048,302.76752314814814,431.25163440148134,132.55255708760816,402.2777279042011,6,1.7045768694506398,48.37477234508498,8.914804421716267,111.53059510312033,20240901/20250701
