kind,is_rep,i,j,lapse,dvv,err,nsta,coda_cc,dvv_h1,dvv_h2,dt_days,phase_days,hrsn_cc,das_cc,t_i,t_j
control,False,17,143,2-12,0.010069842712200364,0.00453845148849321,4,0.31376747277876127,0.010446309761948885,0.013617511856065412,292.40239583333334,74.0,0.2944549764483796,0.2581982389659062,2024-07-05 08:04:57+00:00,2025-04-23 17:44:24+00:00
control,False,17,143,4-14,0.011159991688260696,0.010661624644974497,4,0.2761754912309613,0.008745601695925935,0.002868066290628808,292.40239583333334,74.0,0.2944549764483796,0.2581982389659062,2024-07-05 08:04:57+00:00,2025-04-23 17:44:24+00:00
control,False,57,74,1-6,0.004750446425598949,0.01769900082149371,7,0.2502344018813309,0.012689549623615862,0.0030366969807035737,24.60957175925926,24.25,-0.1549445762891077,-0.1659510430135548,2024-12-30 18:17:33+00:00,2025-01-24 08:55:20+00:00
control,False,57,74,2-12,0.005256217521910596,0.008799335931700594,6,0.21860385224448828,0.007508976411313432,0.019088936449163256,24.60957175925926,24.25,-0.1549445762891077,-0.1659510430135548,2024-12-30 18:17:33+00:00,2025-01-24 08:55:20+00:00
control,False,57,74,4-14,0.008391218422292637,0.010619751110546853,5,0.19157755282803968,0.027097792651382097,-0.0032230293051986694,24.60957175925926,24.25,-0.1549445762891077,-0.1659510430135548,2024-12-30 18:17:33+00:00,2025-01-24 08:55:20+00:00
control,False,164,203,1-6,-0.012393091081537634,0.00991914419963661,7,0.28780736600324325,0.0029753383331279516,0.006889523050045542,228.2346990740741,136.0,-0.2692120658678997,-0.2669409989517613,2025-06-02 21:01:52+00:00,2026-01-17 02:39:50+00:00
control,False,164,203,2-12,-0.010208219622617233,0.008128219191832181,6,0.25189828542147286,-0.007498774494468995,-0.007751734367352691,228.2346990740741,136.0,-0.2692120658678997,-0.2669409989517613,2025-06-02 21:01:52+00:00,2026-01-17 02:39:50+00:00
control,False,164,203,4-14,-0.010702402498584838,0.003978730280065061,7,0.2556734384529451,-0.010383070501267648,-0.0063018383176172395,228.2346990740741,136.0,-0.2692120658678997,-0.2669409989517613,2025-06-02 21:01:52+00:00,2026-01-17 02:39:50+00:00
control,False,7,64,1-6,-0.0008965802686440979,0.007623501562890667,5,0.41483896960635175,-0.010670557564828735,-0.00522949750620412,223.56469907407407,142.0,0.2386610350962334,0.1293971733863382,2024-06-09 16:35:44+00:00,2025-01-19 06:08:54+00:00
control,False,7,64,2-12,0.007325011807132007,0.01115999829097389,4,0.29646565763463695,-0.009933647404847722,-0.018071575142239137,223.56469907407407,142.0,0.2386610350962334,0.1293971733863382,2024-06-09 16:35:44+00:00,2025-01-19 06:08:54+00:00
control,False,7,64,4-14,-0.006249094810635377,0.008238387017004979,5,0.1733380133991356,-0.005748048620348703,-0.005295978734189655,223.56469907407407,142.0,0.2386610350962334,0.1293971733863382,2024-06-09 16:35:44+00:00,2025-01-19 06:08:54+00:00
control,False,3,54,1-6,0.007693877752734699,0.010882330689452416,4,0.36414212653546885,0.011750150046544573,0.01025088423344935,221.4838078703704,143.25,-0.3386252563916571,-0.2808039042269772,2024-05-22 15:44:39+00:00,2024-12-30 03:21:20+00:00
control,False,3,54,2-12,-0.015434494387935111,0.013891636331695831,4,0.34302278870074243,0.002866204153429664,-0.01992621366640064,221.4838078703704,143.25,-0.3386252563916571,-0.2808039042269772,2024-05-22 15:44:39+00:00,2024-12-30 03:21:20+00:00
control,False,3,54,4-14,0.011885676324665901,0.010691129813369128,4,0.36561807098997234,0.028500510097100636,-0.024891681345890142,221.4838078703704,143.25,-0.3386252563916571,-0.2808039042269772,2024-05-22 15:44:39+00:00,2024-12-30 03:21:20+00:00
control,False,8,148,1-6,-0.004815242236855553,0.016588827176489906,5,0.35908521637358315,-0.0021860003933565153,0.009644507040759195,326.4970486111111,40.0,-0.1151045872901097,0.0851451772999374,2024-06-19 02:13:47+00:00,2025-05-11 14:09:32+00:00
control,False,8,148,2-12,0.01666674962815891,0.011800208922475068,5,0.24574916658804544,0.014923655862631604,-0.007251490486346553,326.4970486111111,40.0,-0.1151045872901097,0.0851451772999374,2024-06-19 02:13:47+00:00,2025-05-11 14:09:32+00:00
control,False,8,148,4-14,-0.014450000389898408,0.009728559101256308,5,0.24213496184937072,-0.019204544356396375,0.007520390552314086,326.4970486111111,40.0,-0.1151045872901097,0.0851451772999374,2024-06-19 02:13:47+00:00,2025-05-11 14:09:32+00:00
control,False,45,144,1-6,0.008449780142444574,0.009925471367324324,6,0.2892782484333387,0.011983872029968852,0.0008746138898247957,185.00752314814812,181.0,-0.2365566246430642,-0.1335258056887702,2024-10-31 15:56:54+00:00,2025-05-04 16:07:44+00:00
control,False,45,144,2-12,0.01805642926213456,0.013533437353749853,6,0.2917181391059117,-0.0022886667018030132,0.021978128077137206,185.00752314814812,181.0,-0.2365566246430642,-0.1335258056887702,2024-10-31 15:56:54+00:00,2025-05-04 16:07:44+00:00
control,False,45,144,4-14,0.017698005624015942,0.01648441525849357,6,0.2667763325650952,-0.017170041341385504,-0.015977176267293145,185.00752314814812,181.0,-0.2365566246430642,-0.1335258056887702,2024-10-31 15:56:54+00:00,2025-05-04 16:07:44+00:00
