time,mag,depth,lat,lon,r,t,km_safod,cov_full,cov_partial,cov_frac,cov_short,cov_short_frac,tag
2024-08-05 05:09:20+00:00,1.74,4.691,36.02293,-120.58159,0.8264958670821425,-5.609599530509156,5.670158931722497,False,False,0.0,False,0.0,ev_20240805T050920
2024-08-07 07:00:44+00:00,0.57,3.771,36.03951,-120.59469,1.296620076005147,-7.7466207330701575,7.854384533719496,False,False,0.0,False,0.0,ev_20240807T070044
2024-08-09 09:12:50+00:00,1.08,10.11,35.89238,-120.43675,-0.22274952280510174,13.869673382938045,13.871461966904928,False,False,0.0,False,0.0,ev_20240809T091250
2024-08-13 19:49:52+00:00,1.27,4.318,36.05319,-120.60744,1.561004704158143,-9.633366939000904,9.759021173654636,False,False,0.0,False,0.0,ev_20240813T194952
2024-08-13 20:59:32+00:00,1.78,7.977,36.03556,-120.59021,1.271085085662119,-7.151032419711634,7.263120676593465,False,False,0.0,False,0.0,ev_20240813T205932
2024-08-14 13:45:15+00:00,1.7,10.836,35.94346,-120.48705,0.5931359467463104,6.65341243399612,6.6797984451760835,False,False,0.0,False,0.0,ev_20240814T134515
2024-08-16 11:41:38+00:00,0.61,4.486,35.97713,-120.53255,0.3455771608230922,1.1113671580438802,1.1638558905900165,False,False,0.0,False,0.0,ev_20240816T114138
2024-08-16 15:16:14+00:00,0.94,11.064,35.96846,-120.51498,0.7817529289126446,2.910869266156068,3.014016842440576,False,False,0.0,False,0.0,ev_20240816T151614
2024-08-19 07:57:56+00:00,0.74,7.327,35.86694,-120.46322,-3.9069987468853,14.18577272750508,14.713965715761004,False,False,0.0,False,0.0,ev_20240819T075756
2024-08-19 15:32:11+00:00,1.05,3.974,36.01976,-120.57692,0.8743751593843649,-5.0632491311854135,5.138192647594899,False,False,0.0,False,0.0,ev_20240819T153211
2024-08-20 03:59:14+00:00,1.8,0.658,36.03467,-120.60207,0.44655324626874116,-7.835614957765046,7.8483292214397125,False,False,0.0,False,0.0,ev_20240820T035914
2024-08-20 06:28:40+00:00,0.84,4.744,35.97936,-120.61131,-4.489963601028422,-4.0748330891877975,6.063335537746521,False,False,0.0,False,0.0,ev_20240820T062840
2024-08-22 02:02:23+00:00,0.92,10.997,35.9705,-120.51777,0.764638819816974,2.5729724888197114,2.6841870190048596,False,False,0.0,False,0.0,ev_20240822T020223
2024-08-22 20:00:48+00:00,0.12,3.798,36.03025,-120.58594,1.125261914481714,-6.461877175031519,6.559121206486154,False,False,0.0,False,0.0,ev_20240822T200048
2024-08-25 00:44:54+00:00,1.75,9.916,36.05562,-120.60239,2.0733503018707604,-9.503130107868431,9.726677918042883,False,False,0.0,False,0.0,ev_20240825T004454
2024-08-25 09:38:31+00:00,1.07,3.036,35.9978,-120.55785,0.36108159358883374,-2.1234116212151406,2.153893412019305,False,False,0.0,False,0.0,ev_20240825T093831
2024-08-25 11:01:03+00:00,0.54,7.49,36.04849,-120.60815,1.146304013970516,-9.309009520987335,9.37932146555804,False,False,0.0,False,0.0,ev_20240825T110103
2024-08-28 16:14:52+00:00,0.88,8.657,36.05305,-120.59661,2.239023961123667,-8.93333318519506,9.209650921516692,False,False,0.0,False,0.0,ev_20240828T161452
2024-08-30 15:12:55+00:00,2.31,11.07,35.96989,-120.51775,0.717951106439413,2.6222050831025907,2.7187153747839514,False,False,0.0,False,0.0,ev_20240830T151255
2024-08-31 06:04:50+00:00,1.29,11.634,35.96894,-120.51778,0.6413504029101604,2.694988465272962,2.7702514628219834,True,True,0.9999199999999999,True,1.0,ev_20240831T060450
2024-08-31 13:49:43+00:00,0.83,4.848,36.01474,-120.56985,0.9294943805158637,-4.218752951933421,4.319934753310231,True,True,0.99992,True,1.0,ev_20240831T134943
2024-09-01 02:37:35+00:00,0.53,5.204,36.07516,-120.62213,2.353748961225107,-12.29532622175913,12.51859341427566,True,True,1.0,True,1.0,ev_20240901T023735
2024-09-01 11:39:11+00:00,0.79,3.101,36.00365,-120.55121,1.24347756158897,-2.1609071283169214,2.493141805711447,True,True,1.0,True,1.0,ev_20240901T113911
2024-09-01 17:01:40+00:00,1.46,4.995,35.99467,-120.55464,0.3192176609303179,-1.673094303093026,1.703274629087207,True,True,0.99992,True,1.0,ev_20240901T170140
2024-09-01 21:05:56+00:00,0.65,10.416,35.96961,-120.51522,0.8569003269247666,2.8051832972674693,2.933143621023724,True,True,0.99992,True,0.99975,ev_20240901T210556
2024-09-02 09:00:01+00:00,1.01,0.944,36.04389,-120.61045,0.6383066280559744,-9.093673439300114,9.116048045729714,True,True,0.99992,True,1.0,ev_20240902T090001
2024-09-02 19:45:04+00:00,2.2,2.26,36.06255,-120.62349,1.2757844205786473,-11.390413582743022,11.461638079861357,True,True,1.0,True,1.0,ev_20240902T194504
2024-09-02 21:22:00+00:00,2.2,6.164,36.06487,-120.61626,1.9181774753562912,-11.112832189885587,11.2771647193575,True,True,1.0,True,1.0,ev_20240902T212200
2024-09-02 21:53:43+00:00,0.99,6.057,36.06323,-120.61631,1.7860543213029247,-10.987071238098228,11.13129482269202,True,True,0.9999199999999999,True,0.99975,ev_20240902T215343
2024-09-03 15:04:29+00:00,0.67,3.093,36.05226,-120.63223,-0.08930481632391185,-11.137437301902105,11.137795338576622,False,False,0.0,False,0.0,ev_20240903T150429
2024-09-10 19:52:30+00:00,0.21,3.299,35.98274,-120.53696,0.5060802097324348,0.3897178692921752,0.6387465822440526,False,False,0.0,False,0.0,ev_20240910T195230
2024-09-11 00:51:02+00:00,1.5,5.379,35.932,-120.47886,0.21317840593351045,8.075498705946286,8.078311976056414,False,False,0.0,False,0.0,ev_20240911T005102
2024-09-13 10:18:13+00:00,0.64,8.822,35.93752,-120.48467,0.2775345348514331,7.271854673743206,7.27714887947719,False,False,0.0,False,0.0,ev_20240913T101813
2024-09-13 12:21:51+00:00,2.63,4.59,36.00026,-120.55812,0.5373167268514206,-2.334002646713085,2.3950527384210165,False,False,0.0,False,0.0,ev_20240913T122151
2024-09-13 13:13:45+00:00,1.92,4.629,36.00286,-120.5614,0.53305682033348,-2.7471032088318776,2.798343369509617,False,False,0.0,False,0.0,ev_20240913T131345
2024-09-13 14:31:03+00:00,1.07,4.489,36.00067,-120.55901,0.5129286399161703,-2.4228617601087965,2.476561103272792,False,False,0.0,False,0.0,ev_20240913T143103
2024-09-13 14:38:02+00:00,1.28,4.51,35.99958,-120.55729,0.536659227618278,-2.227732589866744,2.291461459100335,False,False,0.0,False,0.0,ev_20240913T143802
2024-09-13 20:05:19+00:00,0.54,1.236,36.0033,-120.56362,0.4264101393535935,-2.922938308452613,2.953877783856904,False,False,0.0,False,0.0,ev_20240913T200519
2024-09-14 17:36:06+00:00,2.03,4.398,36.0021,-120.56131,0.4790291680926333,-2.6816235925125786,2.724073059923979,False,False,0.0,False,0.0,ev_20240914T173606
2024-09-19 21:25:08+00:00,0.62,3.399,35.96996,-120.52646,0.16930691329901615,2.0625536415420336,2.069490844417811,True,True,0.99992,True,1.0,ev_20240919T212508
2024-09-22 11:20:48+00:00,0.57,4.046,36.00429,-120.56501,0.41581249882867555,-3.0892098909169268,3.117068780813333,False,False,0.0,False,0.0,ev_20240922T112048
2024-09-28 04:11:47+00:00,1.75,3.337,36.08632,-120.64643,1.6851687561185145,-14.718776317829278,14.81493064549713,True,True,0.99992,True,1.0,ev_20240928T041147
2024-10-02 02:16:58+00:00,1.05,5.07,35.93813,-120.48358,0.3948426933782452,7.293242524609579,7.303922732017892,True,True,0.99992,True,0.99975,ev_20241002T021658
2024-10-03 18:21:57+00:00,0.92,10.036,35.98647,-120.53756,0.7611715433275765,0.05828010850674781,0.763399429800182,True,True,0.99992,True,1.0,ev_20241003T182157
2024-10-04 10:25:46+00:00,1.28,8.119,35.96845,-120.517,0.6524502111131942,2.783139012417119,2.858593017625942,True,True,0.99992,True,1.0,ev_20241004T102546
2024-10-06 14:13:05+00:00,0.77,2.233,35.99684,-120.55331,0.5744473015763046,-1.7590893634675442,1.850509413905519,True,True,0.99992,True,0.9997499999999999,ev_20241006T141305
2024-10-06 18:38:47+00:00,1.44,1.568,36.03631,-120.59867,0.7918101762261385,-7.748242133648375,7.788595477800809,True,True,0.99992,True,1.0,ev_20241006T183847
2024-10-07 17:42:27+00:00,0.71,2.202,35.98007,-120.5441,-0.15810498405638423,0.14538057952436853,0.21478523898608756,True,True,1.0,True,1.0,ev_20241007T174227
2024-10-09 23:04:11+00:00,0.7,3.681,36.03988,-120.5947,1.3250744408881507,-7.776347538406726,7.888434782133867,True,True,1.0,True,1.0,ev_20241009T230411
2024-10-10 15:47:07+00:00,2.05,5.181,35.96104,-120.50926,0.5622867322547553,3.8581714020206617,3.898929716812013,True,True,0.9999199999999999,True,1.0,ev_20241010T154707
2024-10-20 23:28:37+00:00,1.05,10.39,35.94192,-120.48801,0.41097907237417397,6.713415024864162,6.7259828347983035,True,True,1.0,True,1.0,ev_20241020T232837
2024-10-23 17:02:30+00:00,0.81,0.934,36.06082,-120.63263,0.5582609922943123,-11.835900728646585,11.84905909318939,True,True,1.0,True,1.0,ev_20241023T170230
2024-10-27 01:40:05+00:00,0.37,2.327,36.07312,-120.64181,0.941276221196027,-13.387016293548642,13.42006729373314,True,True,0.99992,True,0.99975,ev_20241027T014005
2024-10-31 15:56:54+00:00,1.1,2.366,36.08364,-120.64276,1.7079513952330272,-14.274573310634366,14.376388321451026,True,True,0.9999199999999999,True,1.0,ev_20241031T155654
2024-11-06 04:43:52+00:00,1.67,4.78,36.03862,-120.58993,1.5294862531873727,-7.3738052545479675,7.530759067364216,False,False,0.0,False,0.0,ev_20241106T044352
2024-11-07 07:00:24+00:00,1.52,4.573,36.01106,-120.56701,0.8208475378241746,-3.748733020543698,3.837549991813356,False,False,0.0,False,0.0,ev_20241107T070024
2024-11-09 21:34:01+00:00,1.1,4.655,36.0198,-120.57642,0.9093310988333858,-5.034583047976165,5.1160443229388175,False,False,0.0,False,0.0,ev_20241109T213401
2024-11-18 14:34:46+00:00,1.97,11.208,35.97588,-120.52242,0.8917892465978952,1.8541372513199523,2.0574530388516648,False,False,0.0,False,0.0,ev_20241118T143446
2024-12-02 22:27:06+00:00,0.37,3.331,35.95111,-120.49039,0.9821058940190248,5.839447375367103,5.921459080053551,True,True,0.99992,True,0.99975,ev_20241202T222706
2024-12-09 17:50:58+00:00,0.91,2.229,36.00297,-120.56162,0.5277085276787716,-2.7697486061465186,2.819571533307052,True,True,0.99992,True,1.0,ev_20241209T175058
2024-12-11 06:46:59+00:00,2.03,4.716,35.99936,-120.55885,0.4201117676111543,-2.3096858405540015,2.347582283827558,True,True,0.99992,True,1.0,ev_20241211T064659
2024-12-19 00:00:22+00:00,0.71,2.565,35.97973,-120.54131,-0.007331429859962713,0.34961791175997325,0.3496947727478865,True,True,1.0,True,1.0,ev_20241219T000022
2024-12-21 06:54:40+00:00,1.79,10.769,35.93294,-120.48463,-0.08001485398272656,7.63449382438981,7.63491311879212,True,True,1.0,True,1.0,ev_20241221T065440
2024-12-23 07:49:43+00:00,0.73,3.649,35.97849,-120.54428,-0.293781608874812,0.2581532761858913,0.3910891812855248,True,True,1.0,True,1.0,ev_20241223T074943
2024-12-23 08:16:15+00:00,0.96,3.048,35.97823,-120.54177,-0.15453236478307827,0.4382865858372633,0.4647315172121805,True,True,1.0,True,1.0,ev_20241223T081615
2024-12-29 01:26:30+00:00,1.45,10.755,35.9606,-120.50644,0.707106626830343,4.072179715235981,4.133115945008896,True,True,1.0,True,1.0,ev_20241229T012630
2024-12-30 03:21:20+00:00,0.81,0.125,36.02703,-120.58548,0.9013613312433839,-6.179444330949172,6.244836626266591,True,True,1.0,True,1.0,ev_20241230T032120
2024-12-30 04:39:33+00:00,1.02,6.742,36.05514,-120.6064,1.7804868535729557,-9.720515281286733,9.88223409809113,True,True,1.0,True,1.0,ev_20241230T043933
2024-12-30 04:39:33+00:00,0.98,6.957,36.05554,-120.60536,1.8781030383365231,-9.685797658923125,9.866202274036832,True,True,1.0,True,1.0,ev_20241230T043933
2024-12-30 18:17:33+00:00,1.79,4.22,35.9939,-120.56107,-0.1504118110703866,-2.021644042473083,2.0272316955336858,True,True,1.0,True,1.0,ev_20241230T181733
2025-01-02 00:14:00+00:00,1.01,0.001,36.10876,-120.49076,13.35351369860683,-6.5790407259862675,14.886238778585616,True,True,0.9999199999999999,True,1.0,ev_20250102T001400
2025-01-07 17:46:31+00:00,0.57,5.278,36.03561,-120.59314,1.088603719424012,-7.341376106250015,7.42164814521427,True,True,1.0,True,1.0,ev_20250107T174631
2025-01-10 17:03:22+00:00,1.69,4.84,36.01593,-120.57193,0.8907221849574714,-4.44464837063119,4.533021635656497,True,True,1.0,True,1.0,ev_20250110T170322
2025-01-10 23:05:32+00:00,0.85,0.812,36.063,-120.63676,0.4669006212580946,-12.270058264763808,12.278938309594597,True,True,1.0,True,1.0,ev_20250110T230532
2025-01-15 03:00:06+00:00,1.04,2.4,36.06859,-120.62816,1.4535537208872666,-12.162412574675798,12.248963142084198,True,True,0.9999199999999999,True,0.9997499999999999,ev_20250115T030006
2025-01-16 19:52:54+00:00,0.28,9.861,35.91007,-120.45988,-0.30348244581161055,11.007251537787697,11.011434421139029,True,True,0.9999199999999999,True,1.0,ev_20250116T195254
2025-01-19 06:08:54+00:00,2.15,6.237,36.06607,-120.61676,1.9807143076276539,-11.23899104481522,11.412192991440234,True,True,0.99992,True,1.0,ev_20250119T060854
2025-01-19 15:38:52+00:00,0.91,4.959,36.05774,-120.62004,1.1171027923181214,-10.79273999814242,10.850398855162338,True,True,0.99992,True,1.0,ev_20250119T153852
2025-01-19 18:53:45+00:00,2.08,6.144,36.06572,-120.61729,1.919476514568677,-11.245192595773394,11.407837069577102,True,True,1.0,True,1.0,ev_20250119T185345
2025-01-20 05:14:48+00:00,1.01,4.646,36.02134,-120.57536,1.0978501754711851,-5.088223436579661,5.205313895274774,True,True,0.99992,True,1.0,ev_20250120T051448
2025-01-20 05:24:29+00:00,2.1,4.687,36.02148,-120.5773,0.9854306999349363,-5.222657408955113,5.31481176295906,True,True,1.0,True,1.0,ev_20250120T052429
2025-01-22 18:27:36+00:00,1.67,6.236,36.06536,-120.61676,1.9248918334971599,-11.183168570684726,11.347619479477391,True,True,1.0,True,1.0,ev_20250122T182736
2025-01-22 21:17:00+00:00,1.31,3.017,36.01086,-120.57117,0.5404552829671192,-3.997675994200774,4.0340432902357675,True,True,0.9999199999999999,True,1.0,ev_20250122T211700
2025-01-23 10:22:23+00:00,1.05,5.565,36.0615,-120.61903,1.476984278483651,-11.024104998537846,11.12260642015508,True,True,1.0,True,1.0,ev_20250123T102223
2025-01-23 19:56:04+00:00,1.87,11.271,35.96866,-120.51753,0.635241411734859,2.7329084677783024,2.8057655540756157,True,True,0.9999199999999999,True,0.9997499999999999,ev_20250123T195604
2025-01-24 02:17:18+00:00,0.68,3.289,36.01293,-120.56955,0.8062729898822656,-4.057358347705584,4.1366934737674095,True,True,1.0,True,1.0,ev_20250124T021718
2025-01-24 08:55:20+00:00,1.05,2.552,36.05755,-120.62074,1.0576289678875757,-10.822337005432368,10.873893382448891,True,True,1.0,True,1.0,ev_20250124T085520
2025-02-03 07:19:22+00:00,1.01,4.001,36.03899,-120.59189,1.43387767388684,-7.52759500406807,7.662942759080333,True,True,1.0,True,1.0,ev_20250203T071922
2025-02-03 19:37:12+00:00,1.31,4.186,36.03736,-120.58877,1.5042225636902056,-7.200938472484481,7.356371415692784,True,True,1.0,True,1.0,ev_20250203T193712
2025-02-04 01:08:54+00:00,2.17,4.916,35.98647,-120.54294,0.418885061427566,-0.2840063733932628,0.5060872600798889,True,True,0.99992,True,1.0,ev_20250204T010854
2025-02-04 05:27:50+00:00,0.79,4.184,35.98904,-120.54859,0.2614822651206673,-0.8455324331217426,0.8850412817679236,True,True,0.99992,True,1.0,ev_20250204T052750
2025-02-06 21:30:08+00:00,1.3,7.67,35.98099,-120.53244,0.6560611468960758,0.8148800169564755,1.0461575744129468,True,True,0.99992,True,0.9997499999999999,ev_20250206T213008
2025-02-07 12:50:57+00:00,0.81,3.989,35.98682,-120.54255,0.47121577131431275,-0.2867119056073183,0.5515868199588552,True,True,0.99992,True,1.0,ev_20250207T125057
2025-02-08 20:53:42+00:00,1.19,10.449,35.88707,-120.4412,-0.9233567315633238,14.00404459004146,14.03445234177639,True,True,1.0,True,1.0,ev_20250208T205342
2025-02-11 01:19:36+00:00,1.18,13.558,35.94917,-120.50071,0.17299760636918826,5.335397115357403,5.338201059380732,True,True,1.0,True,1.0,ev_20250211T011936
2025-02-11 01:35:48+00:00,1.85,5.006,36.01226,-120.56869,0.8083103833582559,-3.9499658622094946,4.031822911347318,True,True,0.9999199999999999,True,1.0,ev_20250211T013548
2025-02-11 05:27:14+00:00,0.84,5.101,36.00974,-120.56471,0.8633955619767741,-3.4986197404707866,3.603580439625715,True,True,1.0,True,1.0,ev_20250211T052714
2025-02-14 13:18:47+00:00,0.52,6.409,36.07906,-120.6346,1.8670128303804265,-13.39532333600509,13.524807731902426,True,True,1.0,True,1.0,ev_20250214T131847
2025-02-17 16:42:40+00:00,1.94,4.285,36.05584,-120.60974,1.623025539995047,-9.988049079065128,10.119058074212736,True,True,1.0,True,1.0,ev_20250217T164240
2025-02-18 07:44:25+00:00,0.57,1.872,35.98899,-120.54817,0.2842723544872207,-0.8148800234549152,0.8630412644547137,True,True,1.0,True,1.0,ev_20250218T074425
2025-02-21 21:03:48+00:00,0.83,1.802,36.00064,-120.56944,-0.15300775249658072,-3.0840807603411595,3.0878739463635103,True,True,0.99992,True,1.0,ev_20250221T210348
2025-02-24 04:30:42+00:00,1.66,4.782,36.00155,-120.55667,0.7309925915763427,-2.3431746457292046,2.454550384353045,True,True,1.0,True,1.0,ev_20250224T043042
2025-02-25 10:52:31+00:00,0.66,4.005,35.92931,-120.47423,0.2962519547689162,8.581565086922591,8.586677154859915,True,True,1.0,True,1.0,ev_20250225T105231
2025-02-28 00:00:11+00:00,1.1,4.582,36.04821,-120.60367,1.4093161786379445,-9.001968362639268,9.111619312357652,True,True,0.9999199999999999,True,1.0,ev_20250228T000011
2025-03-01 19:33:38+00:00,0.82,3.831,36.00901,-120.57262,0.30275042456267265,-3.94447500150513,3.956076447324012,True,True,1.0,True,1.0,ev_20250301T193338
2025-03-02 11:20:59+00:00,0.82,7.767,36.10596,-120.59776,6.325812305804617,-13.166452181988767,14.607236712974357,True,True,0.9999199999999999,True,1.0,ev_20250302T112059
2025-03-02 11:38:33+00:00,1.06,8.171,36.10725,-120.60601,5.902354550746112,-13.792757800787198,15.002598341417045,True,True,1.0,True,1.0,ev_20250302T113833
2025-03-02 13:22:54+00:00,1.69,7.976,36.09965,-120.61145,4.9587144046850264,-13.541325261245706,14.420691328021755,True,True,0.9999199999999999,True,1.0,ev_20250302T132254
2025-03-03 17:00:08+00:00,0.92,8.684,36.10491,-120.6035,5.878067532597058,-13.449088228895038,14.677522001563299,True,True,0.9999199999999999,True,0.99975,ev_20250303T170008
2025-03-03 17:32:27+00:00,0.73,6.616,36.08396,-120.61656,3.4000078138306744,-12.632835741956018,13.082377154682213,True,True,1.0,True,1.0,ev_20250303T173227
2025-03-03 19:26:41+00:00,0.96,6.417,36.0812,-120.61347,3.3795998235638356,-12.219243651662914,12.677997096786902,True,True,1.0,True,1.0,ev_20250303T192641
2025-03-03 23:42:03+00:00,1.19,8.57,36.10436,-120.59744,6.220374228253919,-13.020296009938512,14.429870537393821,True,True,0.9999199999999999,True,0.99975,ev_20250303T234203
2025-03-04 01:13:24+00:00,0.85,8.571,36.10245,-120.59674,6.114739326384638,-12.825590276346928,14.20865239797074,True,True,1.0,True,1.0,ev_20250304T011324
2025-03-04 02:52:05+00:00,1.79,7.932,36.09834,-120.61262,4.781280242245181,-13.512766631825741,14.33371908476887,True,True,0.9999199999999999,True,0.99975,ev_20250304T025205
2025-03-04 07:59:05+00:00,1.08,8.106,36.10571,-120.60304,5.970232225420489,-13.482720660872642,14.745420619452377,True,True,0.9999199999999999,True,0.99975,ev_20250304T075905
2025-03-04 13:39:12+00:00,0.61,1.158,36.0543,-120.62769,0.3599305006639639,-11.008984653154915,11.014866910621691,True,True,0.9999199999999999,True,1.0,ev_20250304T133912
2025-03-04 15:29:33+00:00,1.04,8.339,36.10226,-120.60071,5.8472214878621624,-13.063231297729924,14.312163046377988,True,True,1.0,True,1.0,ev_20250304T152933
2025-03-04 20:10:48+00:00,1.2,7.822,36.09697,-120.61293,4.653843627110987,-13.424775670739349,14.20854891659513,True,True,0.99992,True,1.0,ev_20250304T201048
2025-03-04 23:38:23+00:00,0.57,8.435,36.10421,-120.60326,5.838300575934706,-13.378782701358018,14.597177130702912,True,True,1.0,True,1.0,ev_20250304T233823
2025-03-05 16:25:44+00:00,0.75,8.708,36.10695,-120.6004,6.2356871369573135,-13.412251292775466,14.790952599835213,True,True,1.0,True,1.0,ev_20250305T162544
2025-03-06 10:11:26+00:00,0.44,4.021,36.01513,-120.57862,0.40219229097532994,-4.807381139813412,4.824175790987896,True,True,1.0,True,1.0,ev_20250306T101126
2025-03-07 06:10:16+00:00,1.07,6.319,36.04691,-120.6009,1.4833390175001813,-8.723525195976604,8.84873925967293,True,True,1.0,True,1.0,ev_20250307T061016
2025-03-22 01:58:35+00:00,2.23,4.554,36.03122,-120.5873,1.1150004705762937,-6.624667632756449,6.717845435396403,True,True,1.0,True,1.0,ev_20250322T015835
2025-03-22 18:46:03+00:00,1.52,4.41,35.98905,-120.54949,0.2050086767580973,-0.9035784855436972,0.9265433811125887,True,True,0.9999199999999999,True,0.99975,ev_20250322T184603
2025-03-23 00:02:18+00:00,1.19,4.764,36.0171,-120.57364,0.8739176737224761,-4.645431176886792,4.726918966899719,True,True,1.0,True,1.0,ev_20250323T000218
