fiber,band_low_hz,band_high_hz,epoch,n_common_drops,reference_speed_mps,reference_intercept_s,epoch_speed_mps,epoch_intercept_s,epoch_semblance,epoch_rms
nano,15.0,30.0,21,19,2950.0,-0.044,3250.0,-0.02599999999999998,0.03532937689293807,0.030611274642266508
nano,15.0,30.0,22,18,2950.0,-0.044,2675.0,-0.046,0.011902820284545585,0.06684072033039248
nano,15.0,30.0,23,18,2950.0,-0.044,2975.0,-0.046,0.38601033807064944,0.010278751902500766
nano,15.0,30.0,24,20,2950.0,-0.044,3050.0,-0.044,0.1798869706587049,0.016198341082627347
nano,15.0,30.0,25,20,2950.0,-0.044,2975.0,-0.046,0.0864003231143218,0.019371279681459682
nano,15.0,30.0,26,18,2950.0,-0.044,2650.0,-0.02599999999999998,0.010636860347362111,0.07692825825920213
nano,15.0,30.0,27,19,2950.0,-0.044,2750.0,-0.02599999999999998,0.07193045915735839,0.026536031786102292
nano,15.0,30.0,28,17,2950.0,-0.044,2900.0,-0.02599999999999998,0.0811399653050809,0.021517113721608076
nano,15.0,30.0,29,18,2950.0,-0.044,2975.0,-0.044,0.19961755567853284,0.010235761442201842
nano,15.0,30.0,30,19,2950.0,-0.044,3225.0,-0.044,0.008321182606673687,0.03751355159779835
nano,15.0,30.0,31,18,2950.0,-0.044,2700.0,-0.03399999999999999,0.025186425985035236,0.021698624771925204
nano,15.0,30.0,32,19,2950.0,-0.044,3225.0,-0.041999999999999996,0.013958394061400333,0.04538541103500132
nano,15.0,30.0,33,19,2950.0,-0.044,3250.0,-0.02599999999999998,0.022374228095745054,0.02150382487750199
nano,15.0,30.0,34,21,2950.0,-0.044,2800.0,-0.05,0.03302443826010661,0.02908098487459701
nano,15.0,30.0,35,17,2950.0,-0.044,2875.0,-0.02599999999999998,0.17867168668020822,0.012530979135663731
nano,15.0,30.0,36,19,2950.0,-0.044,2650.0,-0.041999999999999996,0.01110128724132598,0.04273764202742243
nano,15.0,30.0,37,18,2950.0,-0.044,2950.0,-0.048,0.017696634384579652,0.031821806512798395
nano,15.0,30.0,38,19,2950.0,-0.044,2950.0,-0.041999999999999996,0.26733412056382,0.008704247038923639
nano,15.0,30.0,39,22,2950.0,-0.044,3250.0,-0.041999999999999996,0.039070133953137486,0.026362042982198942
nano,15.0,30.0,40,18,2950.0,-0.044,3025.0,-0.046,0.06946952026148494,0.018924435582217545
nano,15.0,30.0,41,18,2950.0,-0.044,3100.0,-0.05,0.023401412918066064,0.033416902199523854
nano,15.0,30.0,42,19,2950.0,-0.044,3250.0,-0.048,0.061663729453940254,0.016571582514109253
nano,15.0,30.0,43,19,2950.0,-0.044,2975.0,-0.044,0.12337498587042854,0.01498717486341947
nano,15.0,30.0,44,18,2950.0,-0.044,2950.0,-0.041999999999999996,0.05476137068117292,0.019782366699105644
nano,15.0,30.0,45,19,2950.0,-0.044,3250.0,-0.039999999999999994,0.04652769513903021,0.02618208148649341
nano,30.0,60.0,0,18,2975.0,-0.021999999999999978,2950.0,-0.017999999999999974,0.42393996259891864,0.021786358388415885
nano,30.0,60.0,1,17,2975.0,-0.021999999999999978,2950.0,-0.003999999999999962,0.18681106935940228,0.032985108220682104
nano,30.0,60.0,2,18,2975.0,-0.021999999999999978,2950.0,-0.03399999999999999,0.7177713914387863,0.015389683174246788
nano,30.0,60.0,3,18,2975.0,-0.021999999999999978,3175.0,-0.005999999999999964,0.07047230318549479,0.04928517125413302
nano,30.0,60.0,4,19,2975.0,-0.021999999999999978,2850.0,-0.02599999999999998,0.10106543818589273,0.04670208127742056
nano,30.0,60.0,5,19,2975.0,-0.021999999999999978,2925.0,-0.003999999999999962,0.10861656883758074,0.05017036539468983
nano,30.0,60.0,6,17,2975.0,-0.021999999999999978,2900.0,-0.007999999999999965,0.2457590553902818,0.04369095092839297
nano,30.0,60.0,7,19,2975.0,-0.021999999999999978,2925.0,-0.007999999999999965,0.5104344823706887,0.02576040638071619
nano,30.0,60.0,8,19,2975.0,-0.021999999999999978,2975.0,-0.009999999999999967,0.4688723375929787,0.02586288568529428
nano,30.0,60.0,9,18,2975.0,-0.021999999999999978,2975.0,-0.011999999999999969,0.06270074898049526,0.06770843842073439
nano,30.0,60.0,10,18,2975.0,-0.021999999999999978,2950.0,-0.015999999999999973,0.18596176086733646,0.04762751569311181
nano,30.0,60.0,11,18,2975.0,-0.021999999999999978,3025.0,-0.003999999999999962,0.17459469954359633,0.04561629098259618
nano,30.0,60.0,12,18,2975.0,-0.021999999999999978,2975.0,-0.021999999999999978,0.5494696019835784,0.024197007369626572
nano,30.0,60.0,13,20,2975.0,-0.021999999999999978,2950.0,-0.009999999999999967,0.640945570676445,0.023416384371719074
nano,30.0,60.0,14,20,2975.0,-0.021999999999999978,2950.0,-0.021999999999999978,0.7099507002362964,0.02178370618660375
nano,30.0,60.0,15,19,2975.0,-0.021999999999999978,3000.0,-0.011999999999999969,0.21451021070590268,0.043921640514953064
nano,30.0,60.0,16,20,2975.0,-0.021999999999999978,2950.0,-0.03599999999999999,0.3634985232821966,0.026900822214904023
nano,30.0,60.0,17,20,2975.0,-0.021999999999999978,2950.0,-0.021999999999999978,0.2130760964734162,0.03864028859106873
nano,30.0,60.0,18,18,2975.0,-0.021999999999999978,3000.0,-0.03199999999999999,0.25790378964123417,0.03847531413412884
nano,30.0,60.0,19,18,2975.0,-0.021999999999999978,2925.0,-0.02399999999999998,0.38972089801665927,0.03734321616752305
nano,30.0,60.0,20,19,2975.0,-0.021999999999999978,2950.0,-0.011999999999999969,0.5751097124677679,0.03125041755945516
nano,30.0,60.0,21,19,2975.0,-0.021999999999999978,2950.0,-0.03399999999999999,0.316719902326192,0.038656297012661406
nano,30.0,60.0,22,18,2975.0,-0.021999999999999978,3075.0,-0.003999999999999962,0.06222973273625547,0.08722482480334563
nano,30.0,60.0,23,18,2975.0,-0.021999999999999978,2950.0,-0.02399999999999998,0.6752537808048864,0.03306912440371945
nano,30.0,60.0,24,20,2975.0,-0.021999999999999978,2950.0,-0.011999999999999969,0.6074805358623095,0.03909760599669247
nano,30.0,60.0,25,20,2975.0,-0.021999999999999978,2925.0,-0.007999999999999965,0.3004990774097594,0.04835154402359652
nano,30.0,60.0,26,18,2975.0,-0.021999999999999978,2975.0,-0.02399999999999998,0.08874139003249844,0.09332261874044274
nano,30.0,60.0,27,19,2975.0,-0.021999999999999978,2950.0,-0.009999999999999967,0.26639551789045307,0.05443439388100802
nano,30.0,60.0,28,17,2975.0,-0.021999999999999978,2975.0,-0.009999999999999967,0.2564558317683148,0.04377130252611194
nano,30.0,60.0,29,18,2975.0,-0.021999999999999978,2950.0,-0.005999999999999964,0.6412609304674326,0.02300232858417935
nano,30.0,60.0,30,19,2975.0,-0.021999999999999978,2750.0,-0.003999999999999962,0.07642325772945613,0.06336755992654104
nano,30.0,60.0,31,18,2975.0,-0.021999999999999978,2975.0,-0.01399999999999997,0.31629058889500933,0.035755276820136225
nano,30.0,60.0,32,19,2975.0,-0.021999999999999978,3075.0,-0.007999999999999965,0.049505941035661895,0.07564524369047827
nano,30.0,60.0,33,19,2975.0,-0.021999999999999978,2850.0,-0.003999999999999962,0.19587550230157652,0.03605446331048822
nano,30.0,60.0,34,21,2975.0,-0.021999999999999978,2950.0,-0.009999999999999967,0.386739241789194,0.034837615129533823
nano,30.0,60.0,35,17,2975.0,-0.021999999999999978,2950.0,-0.009999999999999967,0.4771303479874912,0.029658279892414013
nano,30.0,60.0,36,19,2975.0,-0.021999999999999978,2900.0,-0.01399999999999997,0.16339870838000578,0.06100733532479961
nano,30.0,60.0,37,18,2975.0,-0.021999999999999978,2950.0,-0.011999999999999969,0.12599961414161745,0.052647367940261924
nano,30.0,60.0,38,19,2975.0,-0.021999999999999978,2950.0,-0.02399999999999998,0.6234495084249231,0.026471119177508187
nano,30.0,60.0,39,22,2975.0,-0.021999999999999978,2925.0,-0.015999999999999973,0.30013989756075693,0.03931615913032218
nano,30.0,60.0,40,18,2975.0,-0.021999999999999978,2925.0,-0.007999999999999965,0.3355449871411837,0.03735330819956246
nano,30.0,60.0,41,18,2975.0,-0.021999999999999978,2900.0,-0.003999999999999962,0.2653278573296882,0.04301356203566346
nano,30.0,60.0,42,19,2975.0,-0.021999999999999978,2975.0,-0.015999999999999973,0.45891019175810605,0.02898496885768005
nano,30.0,60.0,43,19,2975.0,-0.021999999999999978,2950.0,-0.015999999999999973,0.37436294424949945,0.030045581820136547
nano,30.0,60.0,44,18,2975.0,-0.021999999999999978,2950.0,-0.009999999999999967,0.11761937885708593,0.06766866031688647
nano,30.0,60.0,45,19,2975.0,-0.021999999999999978,2925.0,-0.02399999999999998,0.1535666153379999,0.04935598297535427
deep,5.0,15.0,0,18,6000.0,0.008000000000000049,6000.0,0.008000000000000049,0.14966615380527376,0.0015095825264442454
deep,5.0,15.0,1,17,6000.0,0.008000000000000049,5975.0,0.008000000000000049,0.13154966828298725,0.002007306529962799
deep,5.0,15.0,2,18,6000.0,0.008000000000000049,5975.0,0.008000000000000049,0.12494282985607302,0.0013551352349304815
deep,5.0,15.0,3,18,6000.0,0.008000000000000049,5975.0,0.006000000000000047,0.14748463818035892,0.0015084950717642
deep,5.0,15.0,4,19,6000.0,0.008000000000000049,5875.0,0.01000000000000005,0.15286142785100182,0.0017770286633150283
deep,5.0,15.0,5,19,6000.0,0.008000000000000049,6000.0,0.008000000000000049,0.16266070942831573,0.0022962275947342715
deep,5.0,15.0,6,17,6000.0,0.008000000000000049,5925.0,0.008000000000000049,0.15099442038091163,0.0023522701411180505
deep,5.0,15.0,7,19,6000.0,0.008000000000000049,5925.0,0.006000000000000047,0.15349917134045887,0.0025222242525655557
deep,5.0,15.0,8,19,6000.0,0.008000000000000049,5875.0,0.01000000000000005,0.15309280017182222,0.0023958058722381697
deep,5.0,15.0,9,18,6000.0,0.008000000000000049,5875.0,0.006000000000000047,0.1514562309019807,0.0024929587339800694
deep,5.0,15.0,10,18,6000.0,0.008000000000000049,5950.0,0.006000000000000047,0.1669329981495366,0.00295957992872189
deep,5.0,15.0,11,18,6000.0,0.008000000000000049,5950.0,0.006000000000000047,0.16202597350258927,0.0028482943621411494
deep,5.0,15.0,12,18,6000.0,0.008000000000000049,6000.0,0.01000000000000005,0.15859506607960805,0.002922013004781724
deep,5.0,15.0,13,20,6000.0,0.008000000000000049,5950.0,0.01000000000000005,0.15547589346270765,0.002752478013603608
deep,5.0,15.0,14,20,6000.0,0.008000000000000049,5975.0,0.006000000000000047,0.15061907460541182,0.0031434691666635964
deep,5.0,15.0,15,19,6000.0,0.008000000000000049,5975.0,0.006000000000000047,0.15095928450041396,0.0028285753342046738
deep,5.0,15.0,16,20,6000.0,0.008000000000000049,6000.0,0.006000000000000047,0.1582659444003499,0.0030323908262950704
deep,5.0,15.0,17,20,6000.0,0.008000000000000049,5975.0,0.0020000000000000434,0.16423596362215728,0.0026496486443715822
deep,5.0,15.0,18,18,6000.0,0.008000000000000049,5875.0,0.0020000000000000434,0.15961897344615963,0.0029190906105476173
deep,5.0,15.0,19,18,6000.0,0.008000000000000049,5900.0,0.004000000000000045,0.16310931858180255,0.0029548638982769726
deep,5.0,15.0,20,19,6000.0,0.008000000000000049,5925.0,0.006000000000000047,0.1157614742617078,0.002717369925668005
deep,5.0,15.0,21,19,6000.0,0.008000000000000049,5925.0,0.006000000000000047,0.13302994138670043,0.002848274960647566
deep,5.0,15.0,22,18,6000.0,0.008000000000000049,5950.0,0.012000000000000052,0.14495706556937682,0.0027623590210362745
deep,5.0,15.0,23,18,6000.0,0.008000000000000049,6000.0,0.004000000000000045,0.14983441608511505,0.0025256420360017717
deep,5.0,15.0,24,20,6000.0,0.008000000000000049,6000.0,0.008000000000000049,0.16092137431518228,0.0030995870617127703
deep,5.0,15.0,25,20,6000.0,0.008000000000000049,5975.0,0.006000000000000047,0.16089472054685147,0.0026284937798151647
deep,5.0,15.0,26,18,6000.0,0.008000000000000049,5950.0,0.004000000000000045,0.15582240454438842,0.0025631724287829357
deep,5.0,15.0,27,19,6000.0,0.008000000000000049,6000.0,0.012000000000000052,0.1403957624358007,0.0030108329147751577
deep,5.0,15.0,28,17,6000.0,0.008000000000000049,6000.0,0.01000000000000005,0.14990794396258894,0.0028663782990373684
deep,5.0,15.0,29,18,6000.0,0.008000000000000049,6000.0,0.008000000000000049,0.15247763019449628,0.0023483457361782273
deep,5.0,15.0,30,19,6000.0,0.008000000000000049,5900.0,0.008000000000000049,0.15719060271230043,0.002466307941718738
deep,5.0,15.0,31,18,6000.0,0.008000000000000049,5950.0,0.004000000000000045,0.134973872700454,0.002386913133235388
deep,5.0,15.0,32,19,6000.0,0.008000000000000049,5900.0,0.004000000000000045,0.13219164765993185,0.0023902871358371094
deep,5.0,15.0,33,19,6000.0,0.008000000000000049,6000.0,0.006000000000000047,0.1514269776000464,0.0020772467747825754
deep,5.0,15.0,34,21,6000.0,0.008000000000000049,5950.0,0.0020000000000000434,0.14371904894573362,0.0019732877686888042
deep,5.0,15.0,35,17,6000.0,0.008000000000000049,5900.0,0.004000000000000045,0.14315192479290742,0.002569668508874539
deep,5.0,15.0,36,19,6000.0,0.008000000000000049,6000.0,0.006000000000000047,0.16190311590968548,0.002305151788192112
deep,5.0,15.0,37,18,6000.0,0.008000000000000049,6000.0,0.012000000000000052,0.16137860725406583,0.0020413989547576755
deep,5.0,15.0,38,19,6000.0,0.008000000000000049,5975.0,0.006000000000000047,0.14498260244585848,0.0022166546992126593
deep,5.0,15.0,39,22,6000.0,0.008000000000000049,5975.0,0.0020000000000000434,0.15387002682696382,0.001845688202355983
deep,5.0,15.0,40,18,6000.0,0.008000000000000049,5975.0,0.006000000000000047,0.16112570923416936,0.002000574931828292
deep,5.0,15.0,41,18,6000.0,0.008000000000000049,5925.0,0.012000000000000052,0.13284688254723373,0.0014622847908670853
deep,5.0,15.0,42,19,6000.0,0.008000000000000049,5900.0,0.008000000000000049,0.14000191445722845,0.0018819284038459636
deep,5.0,15.0,43,19,6000.0,0.008000000000000049,5925.0,4.163336342344337e-17,0.14434036840422534,0.0013523407417570944
deep,5.0,15.0,44,18,6000.0,0.008000000000000049,5975.0,4.163336342344337e-17,0.15110980009773822,0.0015841934379205234
deep,5.0,15.0,45,19,6000.0,0.008000000000000049,6000.0,0.01000000000000005,0.11596916557648751,0.0015218106212191954
deep,15.0,30.0,0,18,2875.0,0.3000000000000003,3150.0,0.2820000000000003,0.11479787740841492,0.0024949983620142662
deep,15.0,30.0,1,17,2875.0,0.3000000000000003,3125.0,0.2820000000000003,0.11310165020929093,0.0021357651538062767
deep,15.0,30.0,2,18,2875.0,0.3000000000000003,3150.0,0.2820000000000003,0.10552407844514336,0.002406027649025425
deep,15.0,30.0,3,18,2875.0,0.3000000000000003,3150.0,0.2820000000000003,0.10410270466596556,0.0018774010690188326
deep,15.0,30.0,4,19,2875.0,0.3000000000000003,3150.0,0.2820000000000003,0.11215312116098712,0.002560211569830299
deep,15.0,30.0,5,19,2875.0,0.3000000000000003,3150.0,0.2820000000000003,0.11232218616783858,0.0032376205834379747
deep,15.0,30.0,6,17,2875.0,0.3000000000000003,3125.0,0.2820000000000003,0.11423578739653911,0.0040382564215541185
deep,15.0,30.0,7,19,2875.0,0.3000000000000003,3175.0,0.2820000000000003,0.11233682323001586,0.0046014809271808605
deep,15.0,30.0,8,19,2875.0,0.3000000000000003,3125.0,0.2820000000000003,0.11007735443505492,0.0043391938638466
deep,15.0,30.0,9,18,2875.0,0.3000000000000003,2875.0,0.3000000000000003,0.11924707307819725,0.006021642375399064
deep,15.0,30.0,10,18,2875.0,0.3000000000000003,2800.0,0.3000000000000003,0.12496815619271089,0.006138506733100393
deep,15.0,30.0,11,18,2875.0,0.3000000000000003,2825.0,0.3000000000000003,0.13373260507405177,0.006725407791405479
deep,15.0,30.0,12,18,2875.0,0.3000000000000003,2900.0,0.3000000000000003,0.12238033500755734,0.006429088618653587
deep,15.0,30.0,13,20,2875.0,0.3000000000000003,2800.0,0.3000000000000003,0.13277187606631258,0.0054853199135035365
deep,15.0,30.0,14,20,2875.0,0.3000000000000003,2750.0,0.3000000000000003,0.12148248078237388,0.006847982279687701
deep,15.0,30.0,15,19,2875.0,0.3000000000000003,2800.0,0.3000000000000003,0.12558137183146398,0.00648596647644519
deep,15.0,30.0,16,20,2875.0,0.3000000000000003,2800.0,0.3000000000000003,0.1355053608315946,0.006540628758006305
deep,15.0,30.0,17,20,2875.0,0.3000000000000003,2800.0,0.3000000000000003,0.12695188528798018,0.006455618530651956
deep,15.0,30.0,18,18,2875.0,0.3000000000000003,2875.0,0.3000000000000003,0.12416548371383185,0.006615373515202822
deep,15.0,30.0,19,18,2875.0,0.3000000000000003,2825.0,0.3000000000000003,0.12414600581613329,0.006131353454724921
deep,15.0,30.0,20,19,2875.0,0.3000000000000003,2875.0,0.3000000000000003,0.09347751051159663,0.005368819969166412
deep,15.0,30.0,21,19,2875.0,0.3000000000000003,2825.0,0.3000000000000003,0.11619667632345115,0.005334116029457734
deep,15.0,30.0,22,18,2875.0,0.3000000000000003,3150.0,0.2820000000000003,0.1263502390998056,0.00458387967968483
deep,15.0,30.0,23,18,2875.0,0.3000000000000003,3150.0,0.2820000000000003,0.12695600736847218,0.004455968948788495
deep,15.0,30.0,24,20,2875.0,0.3000000000000003,3175.0,0.2840000000000003,0.13170072299976007,0.005179587728083495
deep,15.0,30.0,25,20,2875.0,0.3000000000000003,3150.0,0.2820000000000003,0.12346354940226961,0.004836013058352116
deep,15.0,30.0,26,18,2875.0,0.3000000000000003,2950.0,0.3000000000000003,0.12865494870494035,0.0045793798923130955
deep,15.0,30.0,27,19,2875.0,0.3000000000000003,3000.0,0.3000000000000003,0.11878564972955945,0.005921852658494846
deep,15.0,30.0,28,17,2875.0,0.3000000000000003,2950.0,0.3000000000000003,0.11759556317313823,0.0052464295342882945
deep,15.0,30.0,29,18,2875.0,0.3000000000000003,2950.0,0.3000000000000003,0.0964044560349302,0.004258571283799657
deep,15.0,30.0,30,19,2875.0,0.3000000000000003,3025.0,0.3000000000000003,0.09790717635278245,0.005092342985505085
deep,15.0,30.0,31,18,2875.0,0.3000000000000003,2625.0,0.3000000000000003,0.08085073632314156,0.003561841740554938
deep,15.0,30.0,32,19,2875.0,0.3000000000000003,2900.0,0.2840000000000003,0.0747731825746055,0.0022016626838295534
deep,15.0,30.0,33,19,2875.0,0.3000000000000003,2675.0,0.2820000000000003,0.05673887347059894,0.0019624929680585107
deep,15.0,30.0,34,21,2875.0,0.3000000000000003,2800.0,0.2820000000000003,0.08520840229177058,0.0019008642076638236
deep,15.0,30.0,35,17,2875.0,0.3000000000000003,2725.0,0.2820000000000003,0.06329022398946847,0.002639080982533696
deep,15.0,30.0,36,19,2875.0,0.3000000000000003,2800.0,0.3000000000000003,0.050022821529970764,0.0016685446947996734
deep,15.0,30.0,37,18,2875.0,0.3000000000000003,2675.0,0.2820000000000003,0.05869907721355603,0.0018799782083770064
deep,15.0,30.0,38,19,2875.0,0.3000000000000003,2850.0,0.3000000000000003,0.06540077459506104,0.0015370466538410484
deep,15.0,30.0,39,22,2875.0,0.3000000000000003,2850.0,0.3000000000000003,0.04480407063390805,0.0014008144068211412
deep,15.0,30.0,40,18,2875.0,0.3000000000000003,3175.0,0.2820000000000003,0.12524809875645507,0.001941924309327286
deep,15.0,30.0,41,18,2875.0,0.3000000000000003,3175.0,0.2820000000000003,0.10656355204517944,0.001516056818704641
deep,15.0,30.0,42,19,2875.0,0.3000000000000003,3150.0,0.2820000000000003,0.10019964009978401,0.001766641228640692
deep,15.0,30.0,43,19,2875.0,0.3000000000000003,3175.0,0.2820000000000003,0.09009592785834795,0.001351719525405831
