fiber,band_low_hz,band_high_hz,epoch,n_common_drops,reference_speed_mps,reference_intercept_s,epoch_speed_mps,epoch_intercept_s,epoch_semblance,epoch_rms
deep,15.0,30.0,44,18,2875.0,0.3000000000000003,3175.0,0.2820000000000003,0.09620748119048454,0.0015607857161484785
deep,15.0,30.0,45,19,2875.0,0.3000000000000003,3100.0,0.2820000000000003,0.09469458687931065,0.0014355793532995235
deep,30.0,60.0,0,18,2925.0,0.24200000000000027,3225.0,0.22400000000000025,0.034661872767483885,0.00022458903822776584
deep,30.0,60.0,1,17,2925.0,0.24200000000000027,3075.0,0.24400000000000027,0.014120426725935007,0.00018603060004349388
deep,30.0,60.0,2,18,2925.0,0.24200000000000027,2650.0,0.24600000000000027,0.016727296531821433,0.0001419331475982331
deep,30.0,60.0,3,18,2925.0,0.24200000000000027,2900.0,0.2560000000000003,0.014082561262625543,0.00013440066472272192
deep,30.0,60.0,4,19,2925.0,0.24200000000000027,2950.0,0.23000000000000026,0.025535685259418846,0.0002309805112531811
deep,30.0,60.0,5,19,2925.0,0.24200000000000027,3125.0,0.22600000000000026,0.03871892830244303,0.0002961255863987537
deep,30.0,60.0,6,17,2925.0,0.24200000000000027,2650.0,0.2600000000000003,0.03750739483313523,0.0003819649756422852
deep,30.0,60.0,7,19,2925.0,0.24200000000000027,2900.0,0.24400000000000027,0.037182024237564164,0.0004467400396051778
deep,30.0,60.0,8,19,2925.0,0.24200000000000027,3225.0,0.2600000000000003,0.046716159515311335,0.0004537419509235639
deep,30.0,60.0,9,18,2925.0,0.24200000000000027,3200.0,0.22400000000000025,0.0347595464059088,0.0004720458251321842
deep,30.0,60.0,10,18,2925.0,0.24200000000000027,3225.0,0.2600000000000003,0.045063770245911496,0.0005613646498055059
deep,30.0,60.0,11,18,2925.0,0.24200000000000027,2925.0,0.2580000000000003,0.05169067060877881,0.0006317913872473053
deep,30.0,60.0,12,18,2925.0,0.24200000000000027,3225.0,0.2600000000000003,0.032167808457269985,0.0005916317809563794
deep,30.0,60.0,13,20,2925.0,0.24200000000000027,3175.0,0.2600000000000003,0.04825937158533269,0.0005589715229080996
deep,30.0,60.0,14,20,2925.0,0.24200000000000027,3125.0,0.24600000000000027,0.05188633945313696,0.0005702728057001519
deep,30.0,60.0,15,19,2925.0,0.24200000000000027,3000.0,0.24600000000000027,0.04632097848239066,0.0007285868889122001
deep,30.0,60.0,16,20,2925.0,0.24200000000000027,3025.0,0.2560000000000003,0.062232674021321426,0.0008481502208543117
deep,30.0,60.0,17,20,2925.0,0.24200000000000027,3150.0,0.2500000000000003,0.08760185250055043,0.0006956877301385832
deep,30.0,60.0,18,18,2925.0,0.24200000000000027,3025.0,0.24400000000000027,0.06656682190504536,0.00071054381156728
deep,30.0,60.0,19,18,2925.0,0.24200000000000027,2850.0,0.24000000000000027,0.05574007370749831,0.000724997742232965
deep,30.0,60.0,20,19,2925.0,0.24200000000000027,2950.0,0.24400000000000027,0.05519046589371115,0.0006463410176257494
deep,30.0,60.0,21,19,2925.0,0.24200000000000027,3125.0,0.2580000000000003,0.05387887271145176,0.000730895372532881
deep,30.0,60.0,22,18,2925.0,0.24200000000000027,3150.0,0.24600000000000027,0.0371391251800253,0.0006730700084485442
deep,30.0,60.0,23,18,2925.0,0.24200000000000027,2925.0,0.2520000000000003,0.04536615988620177,0.0005554214146823645
deep,30.0,60.0,24,20,2925.0,0.24200000000000027,2925.0,0.24200000000000027,0.05818391988976961,0.0005393483720396147
deep,30.0,60.0,25,20,2925.0,0.24200000000000027,3150.0,0.2560000000000003,0.04865125499444132,0.0005661698639652217
deep,30.0,60.0,26,18,2925.0,0.24200000000000027,2675.0,0.23200000000000026,0.04490761091750729,0.0005742591819104697
deep,30.0,60.0,27,19,2925.0,0.24200000000000027,2775.0,0.23800000000000027,0.06593307755219983,0.000692393084423695
deep,30.0,60.0,28,17,2925.0,0.24200000000000027,2900.0,0.2600000000000003,0.04813404182687757,0.00047907982089753537
deep,30.0,60.0,29,18,2925.0,0.24200000000000027,2650.0,0.2580000000000003,0.04596764874623075,0.0002999406324401467
deep,30.0,60.0,30,19,2925.0,0.24200000000000027,2850.0,0.23600000000000027,0.03557827674734057,0.00044097537836865224
deep,30.0,60.0,31,18,2925.0,0.24200000000000027,2700.0,0.2600000000000003,0.020111621166037614,0.0003431826907728904
deep,30.0,60.0,32,19,2925.0,0.24200000000000027,3150.0,0.22800000000000026,0.010592268493469075,0.0004228220034424392
deep,30.0,60.0,33,19,2925.0,0.24200000000000027,3150.0,0.23200000000000026,0.026003228393438507,0.00037616831831864187
deep,30.0,60.0,34,21,2925.0,0.24200000000000027,3150.0,0.22400000000000025,0.01876596643688844,0.0003487077164454225
deep,30.0,60.0,35,17,2925.0,0.24200000000000027,2850.0,0.2580000000000003,0.029947864722412926,0.00027844214229559436
deep,30.0,60.0,36,19,2925.0,0.24200000000000027,3200.0,0.22400000000000025,0.017931967397776492,0.0002616649936802209
deep,30.0,60.0,37,18,2925.0,0.24200000000000027,2650.0,0.2600000000000003,0.00978981784639185,0.000221812972782393
deep,30.0,60.0,38,19,2925.0,0.24200000000000027,2700.0,0.23000000000000026,0.012509345560069928,0.0002828771007460931
deep,30.0,60.0,39,22,2925.0,0.24200000000000027,2625.0,0.2600000000000003,0.01889061239781875,0.00019953932393094008
deep,30.0,60.0,40,18,2925.0,0.24200000000000027,3100.0,0.24600000000000027,0.01625701248961594,0.00016811993665556427
deep,30.0,60.0,41,18,2925.0,0.24200000000000027,2850.0,0.22400000000000025,0.0423063095031945,0.00028031336352077985
deep,30.0,60.0,42,19,2925.0,0.24200000000000027,2625.0,0.2560000000000003,0.006139773377845132,0.0002741293762777419
deep,30.0,60.0,43,19,2925.0,0.24200000000000027,2625.0,0.22400000000000025,0.016314713636239524,0.00028024041878590685
deep,30.0,60.0,44,18,2925.0,0.24200000000000027,2900.0,0.2580000000000003,0.007396366454184784,0.00018949944136337893
deep,30.0,60.0,45,19,2925.0,0.24200000000000027,2675.0,0.2600000000000003,0.021344539369066592,0.0002258511045683229
