trial_id,estimated_dvv,estimated_dvv_se,n_channels,nuisance_intercept_s,residual_scale_s,median_channel_correlation
N24fc55fb10f8a3ad,-0.003504727676,0.001668605402,71,-0.000249560955,0.0004299161721,0.9724949002
N6489d5e96e9d0f74,0.001027935569,0.001669830682,71,-0.0002471861381,0.000428487849,0.9730712771
N2734716cf8a93a35,0.002235184508,0.002168845905,71,0.0001762778399,0.0005098652662,0.9800356627
N0d39ab8fa3dc6a1a,-0.008060153748,0.002121206892,71,-0.0003223855607,0.0004849635871,0.9790030122
N006646ae9cc3bab6,0.001367655582,0.001980648086,71,-6.743914191e-05,0.0005022765649,0.9826099873
N138909ed24716e28,-0.000930089248,0.001818432462,71,4.437909474e-05,0.00044448522,0.9800291061
N6b6151a9281e9dcd,0.006550213743,0.001669303862,71,-0.0002461868462,0.0004295909211,0.9776007533
N197f254cf1813ece,-0.0001732821752,0.00183697926,71,0.0001305398956,0.0004651664829,0.9791318178
N63bdf49f3417c384,-0.007135232577,0.001607265764,71,-0.0003737801682,0.0003610924915,0.9854040742
N0636dd16ba4e677f,0.01016518397,0.001701239514,71,0.0005015927561,0.0004182169145,0.9802381992
N6da9bf8deac1c297,-2.275243907e-05,0.001816744629,71,4.501183186e-05,0.0004439639778,0.9814210534
N4010f8a6822e6208,-0.002245416508,0.001650414505,70,0.0006822469979,0.0003499006398,0.9813753963
N4199e154e0a33cbc,0.003135156695,0.001561319244,71,6.153584057e-05,0.0003344310778,0.9829828739
N6643e268524d27c2,0.00474638057,0.001617892977,70,0.000682546139,0.0003511216272,0.9797964394
N1efbcd76ba999800,0.001095396932,0.002047617497,71,-9.258151887e-05,0.0005806507661,0.9837738872
N3f986b2dd7688e47,-0.0004893631806,0.001861012741,70,-0.0001837195491,0.0004961585268,0.9841190577
N5383e9f18ba1d181,0.01019326919,0.002152905288,71,4.625416644e-05,0.0005800286902,0.9745018482
N59219f4191b781e7,-0.002171612597,0.001944300617,71,0.0002935285484,0.0004965750749,0.9789984226
