leg,trial_id,epoch,injected_dvv,estimated_dvv,max_leave_one_aperture_shift,most_influential_aperture_center_m,n_apertures
outbound,D4de76ba0532bea2c,6,0.0002,0.00013885897093454642,0.00042426013701022655,598.2767,12
outbound,D428cd23c4eddce6f,38,-0.001,-0.00019857695978744137,0.0003818102136550265,396.1286,12
outbound,D3243027354a04c08,28,0.0001,-0.000825521280320756,0.0004076020976072086,396.1286,12
outbound,D3fca327010c320e2,36,0.0005,0.001305270541218926,0.00037252756874340816,2197.0843999999997,12
outbound,D6e28f385dbab2bcf,12,0.01,0.007428697190503771,0.0010138575301140438,598.2767,12
outbound,D5555e42321ca20f7,24,-0.01,-0.010032154803505814,0.0008076220229095848,396.1286,12
outbound,D1e88f9da60f86880,30,0.0002,0.00015198430905056013,0.0003446285917666417,396.1286,12
outbound,D5b241a5a514909c5,18,0.002,0.0010970207325256198,0.0006941676865747615,396.1286,12
outbound,D10e7c6e42d89f2b4,8,0.0001,0.001062255819330152,0.0005482125469276829,598.2767,12
outbound,D437eda37324ea8e7,42,-0.0005,3.7775978252519213e-06,0.000610317542044849,396.1286,12
outbound,D43d72d8e201f537d,20,-0.001,0.0007933213461559745,0.0004952320804908694,598.2767,12
outbound,D69bfe030e42abab4,30,0.01,0.009775506481418141,0.00028656461917488975,598.2767,12
outbound,D7af11009873a3c2f,24,-0.0002,-0.0003805555014655394,0.000559795090704193,396.1286,12
outbound,D0cbe838ee4e1c8ed,30,-0.0001,-0.00014070820406266485,0.0003525125266699237,396.1286,12
outbound,D2065794cc5e8b039,42,0.0005,0.0010144980939812273,0.0006229256585759506,396.1286,12
outbound,D16384f14c3544da3,36,0.002,0.0027112695880345578,0.0004106980839131283,2197.0843999999997,12
outbound,D45bd50812308a72f,2,-0.0002,-0.0007151716558968539,0.0008193345472657941,396.1286,12
outbound,D10cd024e11c60421,14,-0.01,-0.010465275901986601,0.0009271396607086167,598.2767,12
outbound,D5c2fb747accd3a6c,24,-0.0001,-0.00028208927528376834,0.0005589898193275639,396.1286,12
outbound,D2af6710fafeaf36d,14,-0.002,-0.0023368774043362743,0.0008796903906921,2601.3806,12
outbound,D4b0c11ca0c939b21,14,0.005,0.004775198007377301,0.0009701303913972493,396.1286,12
outbound,D4ae0315844de480a,0,0.01,0.009813317529289597,0.00017129591851514948,598.2767,12
outbound,D5bda74e2222d167c,14,-0.0002,-0.0005159241749826993,0.0008428096805961982,396.1286,12
outbound,D6e81141549b11470,18,0.0002,-0.0007154515022143226,0.0006510379537213733,396.1286,12
outbound,D59ed73b9fdb57f52,44,-0.002,-0.0021053337557326826,0.0006201270340741756,396.1286,12
outbound,D08ce7d30696742da,18,-0.005,-0.005915898995887235,0.0005800700091764385,396.1286,12
outbound,D3b4d686752f390e8,10,-0.002,-0.003045801069445964,0.0005443545968791073,800.4247999999999,12
outbound,D63db9cb0b8b3c0c1,18,0.001,9.454506296194012e-05,0.0006761551075584431,396.1286,12
outbound,D54791a2957bf1409,42,-0.01,-0.009596033077436322,0.0009060728653008891,396.1286,12
outbound,D308bb2d9c38ea611,20,-0.005,-0.003211161330149989,0.0005082874030767313,598.2767,12
outbound,D275af7f769479cd3,24,0.01,0.009910624557129438,0.00042607961206429096,396.1286,12
outbound,D33d58374f817decc,44,-0.01,-0.010026146897338412,0.0008164453393387783,396.1286,12
outbound,D595d40499ea7020d,36,0.0002,0.001022783609005811,0.0003691226621511186,2197.0843999999997,12
outbound,D4a733e5396d79eb8,16,-0.0001,-0.0017057188537932789,0.0006232101827337742,396.1286,12
outbound,D6a7c0a4b0ee75822,18,-0.002,-0.002918039886016292,0.0005806773005872859,396.1286,12
outbound,D103bfa8da0722af9,44,0.0,-7.023835613213753e-05,0.0005998603098369088,396.1286,12
outbound,D62238e91282d42ff,22,-0.0005,9.531049870013278e-05,0.0006138246538254815,396.1286,12
outbound,D2ff28051b264dc6f,10,0.002,0.0009125253015989643,0.0005854241738197329,800.4247999999999,12
outbound,D1f70676f7ab2db2b,32,0.001,0.0021792249459860183,0.0002825340077354814,396.1286,12
outbound,D21c2e6551d14437b,12,-0.0001,-0.0023537167889204017,0.0011791760013725096,598.2767,12
outbound,D740ec8db5abb2a41,32,-0.001,9.585321274104069e-05,0.00035157878881529565,396.1286,12
outbound,D1cd96c8b796cd47a,38,0.001,0.0016953658154992284,0.00033970999568031933,396.1286,12
outbound,D033161a786b2a37e,26,0.0005,-0.0009697319239699291,0.00041869863700576466,598.2767,12
outbound,D528be67cf4c009f4,40,0.0005,0.0010149710328717992,0.0005288378882764076,396.1286,12
outbound,D3617f9edda98e1ac,42,-0.0001,0.00042281703949579756,0.0006181416116858929,396.1286,12
outbound,D0c6f65fb41275152,40,-0.002,-0.001465157123190767,0.0005590631541851684,396.1286,12
outbound,D3e029dbe1ec82638,20,0.0002,0.002014890078570711,0.0004885822820731417,598.2767,12
outbound,D43c4f1038d33c3d7,34,-0.0005,0.0005904774455361461,0.0005599973885144008,396.1286,12
outbound,D78d78caebbc870d2,10,-0.001,-0.0020507691210746516,0.0005619256460854436,800.4247999999999,12
outbound,D63eb3b05fefad6e5,4,0.001,0.0008686206117005085,0.0004020714021964194,2601.3806,12
outbound,D079ab4fb79c1abef,2,-0.001,-0.0015201309347315222,0.000810980919218767,396.1286,12
outbound,D036a581adb83de65,2,-0.0001,-0.0006146096883678855,0.0008203705099408544,396.1286,12
outbound,D77d4a69cc5829145,0,-0.002,-0.001973389415876796,0.0002942869332037217,2399.2325,12
outbound,D4d2ce2d5c6e5a123,4,-0.0005,-0.0006445544248516616,0.0004059945661633375,2601.3806,12
outbound,D025dfabbdcb46f8a,6,-0.0005,-0.0005622936678350975,0.0003889336479594752,598.2767,12
outbound,D43896ce837336a20,42,0.0002,0.0007238217665864151,0.0006220087981738201,396.1286,12
outbound,D11b1928fb2735cb1,38,0.0005,0.0012209120393215013,0.0003361903469675787,396.1286,12
outbound,D6abe5f3ef115dee4,26,0.0002,-0.0012704676872891286,0.00044315408504140585,598.2767,12
outbound,D135e14f1e1cbac97,14,0.002,0.0017159225208844074,0.0008808805840425837,396.1286,12
outbound,D4b5bc570417c945a,18,0.005,0.0041343351175614105,0.0007341398211340045,396.1286,12
outbound,D66595469bdc315c3,0,-0.0002,-0.00022444268219453146,0.0002709675287736411,2399.2325,12
outbound,D5ef113d82bb60eda,4,-0.002,-0.0021430310920995304,0.00041830214596887605,2601.3806,12
outbound,D36ab5301d68ee30b,30,-0.001,-0.0010243753741431966,0.00037678815370725143,396.1286,12
outbound,D1b456fe20c04e836,38,-0.0005,0.00027805728896121163,0.0003797460179905135,396.1286,12
outbound,D15c34df7dff8422b,16,0.005,0.003419702220433183,0.0006981825791632775,396.1286,12
outbound,D077d4636ef40b5d2,8,-0.01,-0.008967157084141636,0.0012988909754787104,598.2767,12
outbound,D05c9a95e5ea0aaeb,28,-0.001,-0.0019127569466688941,0.00040299287613718886,800.4247999999999,12
outbound,D6b0d906f6267bbd4,16,-0.0005,-0.0021012790973376234,0.0006060513342130065,396.1286,12
outbound,D7a58239d31beb79c,2,0.0002,-0.0003149463386682229,0.0008243480954099078,396.1286,12
outbound,D6e6e6955982e079a,4,0.0001,-3.7144240250732715e-05,0.0004071757918763391,2601.3806,12
outbound,D19b56d4b8ffdad19,4,-0.005,-0.005108425014902939,0.0004739836846411917,2601.3806,12
outbound,D30d66447c4201a17,16,0.0002,-0.0014089925703288258,0.0006337291870409619,396.1286,12
outbound,D187f4e829f69d7e2,26,-0.0005,-0.001972851734042351,0.0004949378626633956,598.2767,12
outbound,D63aed30a032f3976,24,0.002,0.0017806341413014264,0.0005153457353939822,396.1286,12
outbound,D58f6629ff9b4fdaa,26,0.005,0.003648383083797088,0.00042761786273809096,2601.3806,12
outbound,D034ded3417e77f52,20,0.001,0.002842172494317904,0.00048181712960217,598.2767,12
outbound,D52363ad751db15ea,6,-0.0002,-0.0002611651468623813,0.00040366003602290625,598.2767,12
outbound,D35c20044775cf6c5,32,-0.0001,0.0010187440420317813,0.00031335551007412657,800.4247999999999,12
outbound,D6caa55df569aa872,18,-0.0001,-0.0010159998854844315,0.0006402744468361886,396.1286,12
outbound,D33310426f96544fc,10,-0.0002,-0.0012583974244939496,0.0005678379412539286,800.4247999999999,12
outbound,D0486c459b9aa63d5,2,0.0001,-0.00041453305573862126,0.0008225565456895553,396.1286,12
outbound,D0a9fba9887311725,36,0.0001,0.0009290090041824626,0.00036933945057241976,2197.0843999999997,12
outbound,D56ce701498ee03f7,6,0.0001,3.8717608974222194e-05,0.00041865016007360635,598.2767,12
outbound,D0be6b59fded54139,14,0.0,-0.00031192911084606097,0.0008468361738726068,396.1286,12
outbound,D05444539620b328d,18,0.0,-0.0009159403636861928,0.0006437999081491971,396.1286,12
outbound,D1280d7f43c7f0510,18,-0.0002,-0.0011163903218372121,0.0006366195707252816,396.1286,12
outbound,D21e45236c554e2ce,28,-0.005,-0.005853160986198865,0.00044646238409249035,800.4247999999999,12
outbound,D5c6d5fec7bca4281,30,0.0,-4.370518342538698e-05,0.0003497640403471339,396.1286,12
outbound,D3b233978be1cce27,8,-0.0001,0.0008614356370504606,0.0005494385901761349,598.2767,12
outbound,D1150be2ed0724f55,40,-0.0002,0.0003778640788472025,0.0005934391090986903,396.1286,12
outbound,D0ef6a267dc49d162,8,-0.001,-4.361606602592452e-05,0.000545831505859888,598.2767,12
outbound,D39c2fd6e9c7bf9cd,12,-0.0005,-0.0027394894090308447,0.0011894047558303124,598.2767,12
outbound,D54e568cb91562bff,42,0.005,0.005461257510359338,0.0006479146781141563,396.1286,12
outbound,D3d99f9d89514b9f6,20,0.0005,0.0023282328119676233,0.00048516090269246125,598.2767,12
outbound,D2233d2aa4dc52c93,4,-0.001,-0.0011424624267805635,0.00040902834601122713,2601.3806,12
