band_low_hz,band_high_hz,canonical_burst_index,n_common_drops,positive_slowness_ms_per_m,positive_t0_s,positive_semblance,negative_slowness_ms_per_m,negative_t0_s,negative_semblance,direction_margin
45.0,60.0,44,18,0.3333333333333333,-0.02799999999999994,0.4040999412536621,-0.24390243902439024,0.25600000000000034,0.03394467011094093,0.3701552711427212
45.0,60.0,45,19,0.3333333333333333,-0.096,0.2162015587091446,-0.5,0.2960000000000004,0.030919330194592476,0.18528222851455212
60.0,80.0,0,18,0.33898305084745767,-0.07599999999999998,0.5882132053375244,-0.2105263157894737,0.27600000000000036,0.029526714235544205,0.5586864911019802
60.0,80.0,1,17,0.33898305084745767,-0.03599999999999995,0.15460431575775146,-0.25316455696202533,0.3200000000000004,0.019654789939522743,0.13494952581822872
60.0,80.0,2,18,0.33898305084745767,-0.08399999999999999,0.5991390347480774,-0.3448275862068965,0.3200000000000004,0.040293045341968536,0.5588459894061089
60.0,80.0,3,18,0.33898305084745767,-0.06799999999999998,0.6163377165794373,-0.2985074626865672,0.3080000000000004,0.031436286866664886,0.5849014297127724
60.0,80.0,4,19,0.33898305084745767,-0.031999999999999945,0.05168528109788895,-0.25,0.22800000000000029,0.023378852754831314,0.028306428343057632
60.0,80.0,5,19,0.33898305084745767,-0.04799999999999996,0.3639988303184509,-0.4347826086956522,0.16000000000000023,0.0255531445145607,0.33844568580389023
60.0,80.0,6,17,0.3333333333333333,-0.02799999999999994,0.10045827925205231,-0.3636363636363636,-0.043999999999999956,0.02368333749473095,0.07677494175732136
60.0,80.0,7,19,0.3225806451612903,-0.02799999999999994,0.10516875237226486,-0.33898305084745767,0.16400000000000023,0.023606406524777412,0.08156234584748745
60.0,80.0,8,19,0.3333333333333333,-0.092,0.5646196007728577,-0.273972602739726,0.2960000000000004,0.03844083845615387,0.5261787623167038
60.0,80.0,9,18,0.3333333333333333,-0.1,0.5224131345748901,-0.2941176470588235,0.3200000000000004,0.030602367594838142,0.491810766980052
60.0,80.0,10,18,0.3508771929824561,-0.043999999999999956,0.028365066275000572,-0.273972602739726,-0.007999999999999924,0.015158304013311863,0.01320676226168871
60.0,80.0,11,18,0.33898305084745767,-0.043999999999999956,0.34088343381881714,-0.6060606060606061,0.25200000000000033,0.02684849686920643,0.3140349369496107
60.0,80.0,12,18,0.33898305084745767,-0.1,0.1366024762392044,-0.24096385542168675,-0.019999999999999934,0.01921628974378109,0.11738618649542332
60.0,80.0,13,20,0.3333333333333333,-0.1,0.40521880984306335,-0.588235294117647,0.3200000000000004,0.0361182801425457,0.36910052970051765
60.0,80.0,14,20,0.33898305084745767,-0.05199999999999996,0.5853475332260132,-0.4878048780487805,-0.1,0.044505514204502106,0.5408420190215111
60.0,80.0,15,19,0.33898305084745767,-0.07599999999999998,0.604485273361206,-0.425531914893617,0.3120000000000004,0.056390393525362015,0.548094879835844
60.0,80.0,16,20,0.33898305084745767,-0.019999999999999934,0.07697552442550659,-0.2469135802469136,0.25600000000000034,0.020313113927841187,0.056662410497665405
60.0,80.0,17,20,0.32786885245901637,-0.1,0.02565513364970684,-0.32786885245901637,-0.055999999999999966,0.0168191809207201,0.00883595272898674
60.0,80.0,18,18,0.33898305084745767,-0.092,0.4592146575450897,-0.22222222222222224,0.3200000000000004,0.04100300744175911,0.4182116501033306
60.0,80.0,19,18,0.3333333333333333,-0.05199999999999996,0.04556084796786308,-0.38461538461538464,-0.1,0.025705058127641678,0.019855789840221405
60.0,80.0,20,19,0.33898305084745767,-0.1,0.2884971499443054,-0.2631578947368421,0.26000000000000034,0.019399123266339302,0.2690980266779661
60.0,80.0,21,19,0.3333333333333333,-0.05199999999999996,0.18542645871639252,-0.47619047619047616,0.18400000000000025,0.02530190348625183,0.16012455523014069
60.0,80.0,22,18,0.33898305084745767,-0.1,0.17950278520584106,-0.24096385542168675,0.03200000000000011,0.019323423504829407,0.16017936170101166
60.0,80.0,23,18,0.33898305084745767,-0.1,0.3540038764476776,-0.4651162790697675,0.20000000000000026,0.025706250220537186,0.3282976262271404
60.0,80.0,24,20,0.33898305084745767,-0.02799999999999994,0.2530285716056824,-0.625,0.19200000000000025,0.02195606753230095,0.23107250407338142
60.0,80.0,25,20,0.3508771929824561,-0.07199999999999998,0.03338509425520897,-0.2597402597402597,0.048000000000000126,0.0163711067289114,0.01701398752629757
60.0,80.0,26,18,0.32786885245901637,-0.023999999999999938,0.03283635899424553,-0.5555555555555556,0.27200000000000035,0.03094596415758133,0.0018903948366641998
60.0,80.0,27,19,0.3333333333333333,-0.043999999999999956,0.05764864385128021,-0.33898305084745767,-0.02799999999999994,0.016530245542526245,0.04111839830875397
60.0,80.0,28,17,0.33898305084745767,-0.07599999999999998,0.5819411277770996,-0.4651162790697675,0.2400000000000003,0.03235615789890289,0.5495849698781967
60.0,80.0,29,18,0.33898305084745767,-0.092,0.5595489740371704,-0.39215686274509803,0.2960000000000004,0.0418461449444294,0.517702829092741
60.0,80.0,30,19,0.3448275862068965,-0.1,0.060747113078832626,-0.22471910112359553,0.16000000000000023,0.026176853105425835,0.03457025997340679
60.0,80.0,31,18,0.33898305084745767,-0.031999999999999945,0.1070413812994957,-0.4651162790697675,0.19600000000000026,0.026167338714003563,0.08087404258549213
60.0,80.0,32,19,0.3333333333333333,-0.03599999999999995,0.04676983132958412,-0.5555555555555556,0.29200000000000037,0.030977560207247734,0.015792271122336388
60.0,80.0,33,19,0.33898305084745767,-0.03999999999999995,0.14498311281204224,-0.37037037037037035,0.18000000000000024,0.024557773023843765,0.12042533978819847
60.0,80.0,34,21,0.33898305084745767,-0.043999999999999956,0.4235174357891083,-0.625,-0.1,0.02875976823270321,0.39475766755640507
60.0,80.0,35,17,0.33898305084745767,-0.05999999999999997,0.5887429714202881,-0.2597402597402597,0.21600000000000028,0.04420952871441841,0.5445334427058697
60.0,80.0,36,19,0.39215686274509803,-0.04799999999999996,0.023371662944555283,-0.2777777777777778,8.326672684688674e-17,0.02511930838227272,-0.0017476454377174377
60.0,80.0,37,18,0.28571428571428575,-0.023999999999999938,0.03452932834625244,-0.40816326530612246,0.11200000000000018,0.03828611224889755,-0.003756783902645111
60.0,80.0,38,19,0.33898305084745767,-0.092,0.5819801092147827,-0.30303030303030304,0.18800000000000025,0.021074140444397926,0.5609059687703848
60.0,80.0,39,22,0.3333333333333333,-0.011999999999999927,0.039760082960128784,-0.5263157894736842,0.10400000000000018,0.02442510984838009,0.015334973111748695
60.0,80.0,40,18,0.3333333333333333,-0.1,0.17653986811637878,-0.23255813953488375,0.3200000000000004,0.02032218500971794,0.15621768310666084
60.0,80.0,41,18,0.40816326530612246,-0.055999999999999966,0.026391372084617615,-0.26666666666666666,0.016000000000000097,0.025831282138824463,0.0005600899457931519
60.0,80.0,42,19,0.33898305084745767,-0.08399999999999999,0.5857450366020203,-0.5555555555555556,0.3120000000000004,0.04906340688467026,0.53668162971735
60.0,80.0,43,19,0.33898305084745767,-0.092,0.5693124532699585,-0.3333333333333333,0.2360000000000003,0.06383175402879715,0.5054806992411613
60.0,80.0,44,18,0.33898305084745767,-0.04799999999999996,0.4520324170589447,-0.38461538461538464,0.1440000000000002,0.03684170916676521,0.4151907078921795
60.0,80.0,45,19,0.3125,-0.08399999999999999,0.03831861540675163,-0.2,0.22000000000000028,0.03197990357875824,0.006338711827993393
