band_low_hz,band_high_hz,canonical_burst_index,n_common_drops,positive_slowness_ms_per_m,positive_t0_s,positive_semblance,negative_slowness_ms_per_m,negative_t0_s,negative_semblance,direction_margin
25.0,35.0,8,19,0.3448275862068965,-0.1,0.40195000171661377,-0.588235294117647,-0.096,0.06463707983493805,0.3373129218816757
25.0,35.0,9,18,0.3508771929824561,-0.1,0.3001406490802765,-0.4166666666666667,-0.043999999999999956,0.07057381421327591,0.22956683486700058
25.0,35.0,10,18,0.45454545454545453,0.16800000000000023,0.028873607516288757,-0.6451612903225806,0.036000000000000115,0.025541527196764946,0.0033320803195238113
25.0,35.0,11,18,0.32786885245901637,-0.043999999999999956,0.14554494619369507,-0.5128205128205128,0.03200000000000011,0.044205836951732635,0.10133910924196243
25.0,35.0,12,18,0.3333333333333333,-0.031999999999999945,0.07496614754199982,-0.6451612903225806,0.11600000000000019,0.04174639284610748,0.033219754695892334
25.0,35.0,13,20,0.3448275862068965,-0.1,0.30499330163002014,-0.4166666666666667,-0.02799999999999994,0.05284944549202919,0.25214385613799095
25.0,35.0,14,20,0.3448275862068965,-0.1,0.447443425655365,-0.625,-0.096,0.07520207017660141,0.3722413554787636
25.0,35.0,15,19,0.3448275862068965,-0.1,0.4240049421787262,-0.5405405405405406,-0.1,0.07121721655130386,0.35278772562742233
25.0,35.0,16,20,0.47619047619047616,0.00800000000000009,0.06382791697978973,-0.6451612903225806,0.14800000000000021,0.026605810970067978,0.037222106009721756
25.0,35.0,17,20,0.3448275862068965,-0.031999999999999945,0.04771501570940018,-0.4166666666666667,0.012000000000000094,0.024014191702008247,0.02370082400739193
25.0,35.0,18,18,0.3448275862068965,-0.1,0.3006754517555237,-0.5714285714285715,-0.1,0.07687904685735703,0.22379640489816666
25.0,35.0,19,18,0.33898305084745767,-0.1,0.06049521639943123,-0.5128205128205128,8.326672684688674e-17,0.04260251671075821,0.01789269968867302
25.0,35.0,20,19,0.6666666666666666,0.048000000000000126,0.07148763537406921,-0.588235294117647,-0.043999999999999956,0.038582075387239456,0.03290555998682976
25.0,35.0,21,19,0.5714285714285715,0.18000000000000024,0.06043866276741028,-0.625,-0.02799999999999994,0.03512992709875107,0.02530873566865921
