leg,band_low_hz,band_high_hz,aperture_index,intersection_fiber_m,intersection_time_from_p26_UTC_Date_s,positive_validation_semblance,negative_validation_semblance,joint_validation_statistic,permutation_p
return,3.0,15.0,2,426.06779925373127,0.5452537313432836,0.03842830209631945,0.015901995937644423,0.015901995937644423,0.455
return,3.0,15.0,6,1342.12245,1.012,0.028043068367867637,0.04567868424723494,0.028043068367867637,0.09
return,15.0,30.0,5,1109.651201456311,1.8292038834951456,0.025529936957822512,0.026112587278537713,0.025529936957822512,0.185
return,15.0,30.0,7,1458.0655432038834,0.30904854368932033,0.030655458352049785,0.0244670285618732,0.0244670285618732,0.17
return,15.0,30.0,13,2963.2022136363635,2.194,0.16149986633603305,0.005602065035991395,0.005602065035991395,0.97
