epoch,n_common_drops,split,assumed_depth_m,leg,band_low_hz,band_high_hz,positive_semblance,negative_semblance,positive_minus_negative,positive_slowness_ms_per_m,positive_velocity_mps,positive_time_s
9,18,validation,2800.0,outbound,3.0,15.0,0.08467646350769359,0.06043058093953954,0.024245882568154048,0.673076923076923,1485.7142857142858,1.684
10,18,discovery,2800.0,outbound,3.0,15.0,0.11974061234341177,0.057575127955758615,0.06216548438765315,0.673076923076923,1485.7142857142858,1.684
11,18,validation,2800.0,outbound,3.0,15.0,0.08015263718204471,0.039141293932210074,0.04101134324983464,0.673076923076923,1485.7142857142858,1.684
12,18,discovery,2800.0,outbound,3.0,15.0,0.0205688639032477,0.02157453377033856,-0.0010056698670908616,0.673076923076923,1485.7142857142858,1.684
13,20,validation,2800.0,outbound,3.0,15.0,0.0223078410776252,0.03542287251729315,-0.013115031439667947,0.673076923076923,1485.7142857142858,1.684
14,20,discovery,2800.0,outbound,3.0,15.0,0.03156513120851028,0.03053811665260389,0.00102701455590639,0.673076923076923,1485.7142857142858,1.684
15,19,validation,2800.0,outbound,3.0,15.0,0.04348800568411036,0.03472765380522173,0.008760351878888635,0.673076923076923,1485.7142857142858,1.684
16,20,discovery,2800.0,outbound,3.0,15.0,0.029548021390216016,0.020239583441450625,0.009308437948765392,0.673076923076923,1485.7142857142858,1.684
17,20,validation,2800.0,outbound,3.0,15.0,0.020125470729225423,0.019349300517919072,0.0007761702113063505,0.673076923076923,1485.7142857142858,1.684
18,18,discovery,2800.0,outbound,3.0,15.0,0.14796423432726039,0.07923712849140878,0.0687271058358516,0.673076923076923,1485.7142857142858,1.684
19,18,validation,2800.0,outbound,3.0,15.0,0.16950417561866749,0.06694215622373399,0.10256201939493349,0.673076923076923,1485.7142857142858,1.684
20,19,discovery,2800.0,outbound,3.0,15.0,0.029308100058092344,0.03130302046528838,-0.0019949204071960346,0.673076923076923,1485.7142857142858,1.684
21,19,validation,2800.0,outbound,3.0,15.0,0.14272576068881215,0.043230047162113656,0.0994957135266985,0.673076923076923,1485.7142857142858,1.684
22,18,discovery,2800.0,outbound,3.0,15.0,0.1733599190231423,0.07787830288822867,0.09548161613491363,0.673076923076923,1485.7142857142858,1.684
23,18,validation,2800.0,outbound,3.0,15.0,0.16102065841860652,0.02155234992888177,0.13946830848972475,0.673076923076923,1485.7142857142858,1.684
24,20,discovery,2800.0,outbound,3.0,15.0,0.049104381679020564,0.01914840952071151,0.029955972158309054,0.673076923076923,1485.7142857142858,1.684
25,20,validation,2800.0,outbound,3.0,15.0,0.16786541629939858,0.13741048675586828,0.030454929543530296,0.673076923076923,1485.7142857142858,1.684
26,18,discovery,2800.0,outbound,3.0,15.0,0.1368952099466473,0.03846119242900406,0.09843401751764325,0.673076923076923,1485.7142857142858,1.684
27,19,validation,2800.0,outbound,3.0,15.0,0.024732316093643233,0.024394346716122617,0.0003379693775206159,0.673076923076923,1485.7142857142858,1.684
28,17,discovery,2800.0,outbound,3.0,15.0,0.12960776022101922,0.06165202033376806,0.06795573988725116,0.673076923076923,1485.7142857142858,1.684
29,18,validation,2800.0,outbound,3.0,15.0,0.2596038885178328,0.07701870830427994,0.18258518021355286,0.673076923076923,1485.7142857142858,1.684
30,19,discovery,2800.0,outbound,3.0,15.0,0.10216016696051625,0.04438686725468559,0.05777329970583066,0.673076923076923,1485.7142857142858,1.684
31,18,validation,2800.0,outbound,3.0,15.0,0.13950419864273322,0.0652636184176314,0.07424058022510183,0.673076923076923,1485.7142857142858,1.684
32,19,discovery,2800.0,outbound,3.0,15.0,0.16277563692879196,0.10181521658451531,0.06096042034427665,0.673076923076923,1485.7142857142858,1.684
33,19,validation,2800.0,outbound,3.0,15.0,0.16669480044137056,0.04423456238901939,0.12246023805235116,0.673076923076923,1485.7142857142858,1.684
34,21,discovery,2800.0,outbound,3.0,15.0,0.19240937180495093,0.055578552217689745,0.13683081958726118,0.673076923076923,1485.7142857142858,1.684
35,17,validation,2800.0,outbound,3.0,15.0,0.14103080494860548,0.027357791787549077,0.11367301316105641,0.673076923076923,1485.7142857142858,1.684
36,19,discovery,2800.0,outbound,3.0,15.0,0.20147236321252385,0.05991156008651666,0.1415608031260072,0.673076923076923,1485.7142857142858,1.684
37,18,validation,2800.0,outbound,3.0,15.0,0.08227613856836832,0.05273493622014379,0.029541202348224535,0.673076923076923,1485.7142857142858,1.684
38,19,discovery,2800.0,outbound,3.0,15.0,0.09670155283367203,0.05823464953745828,0.03846690329621375,0.673076923076923,1485.7142857142858,1.684
39,22,validation,2800.0,outbound,3.0,15.0,0.026090956526260273,0.0255818009926657,0.000509155533594572,0.673076923076923,1485.7142857142858,1.684
40,18,discovery,2800.0,outbound,3.0,15.0,0.14852814891695348,0.05730067039677745,0.09122747852017604,0.673076923076923,1485.7142857142858,1.684
41,18,validation,2800.0,outbound,3.0,15.0,0.06183821078588207,0.04384468503574625,0.017993525750135825,0.673076923076923,1485.7142857142858,1.684
42,19,discovery,2800.0,outbound,3.0,15.0,0.10380234477117661,0.06502938666243725,0.03877295810873936,0.673076923076923,1485.7142857142858,1.684
43,19,validation,2800.0,outbound,3.0,15.0,0.032828931301833016,0.06284973840032174,-0.03002080709848872,0.673076923076923,1485.7142857142858,1.684
44,18,discovery,2800.0,outbound,3.0,15.0,0.1178542371034976,0.05052252915094007,0.06733170795255752,0.673076923076923,1485.7142857142858,1.684
45,19,validation,2800.0,outbound,3.0,15.0,0.10826939220653144,0.05111871316820099,0.057150679038330446,0.673076923076923,1485.7142857142858,1.684
0,18,discovery,2800.0,outbound,15.0,30.0,0.44091120479748186,0.04926857076254391,0.39164263403493793,0.6303418803418803,1586.4406779661017,1.896
1,17,validation,2800.0,outbound,15.0,30.0,0.40849512543898325,0.05095717021891882,0.35753795522006443,0.6303418803418803,1586.4406779661017,1.896
2,18,discovery,2800.0,outbound,15.0,30.0,0.17401747796930497,0.027597828258491195,0.14641964971081378,0.6303418803418803,1586.4406779661017,1.896
3,18,validation,2800.0,outbound,15.0,30.0,0.504534805848487,0.03935012686730526,0.4651846789811817,0.6303418803418803,1586.4406779661017,1.896
4,19,discovery,2800.0,outbound,15.0,30.0,0.4869974277648822,0.06076232563058966,0.42623510213429255,0.6303418803418803,1586.4406779661017,1.896
5,19,validation,2800.0,outbound,15.0,30.0,0.05185800690068227,0.05718723939432932,-0.00532923249364705,0.6303418803418803,1586.4406779661017,1.896
6,17,discovery,2800.0,outbound,15.0,30.0,0.4777953625029768,0.0632128801784881,0.4145824823244887,0.6303418803418803,1586.4406779661017,1.896
7,19,validation,2800.0,outbound,15.0,30.0,0.040543670547228926,0.013458266123119487,0.02708540442410944,0.6303418803418803,1586.4406779661017,1.896
8,19,discovery,2800.0,outbound,15.0,30.0,0.462804378733869,0.03252138468972702,0.43028299404414194,0.6303418803418803,1586.4406779661017,1.896
9,18,validation,2800.0,outbound,15.0,30.0,0.26381797897457865,0.06088971663022101,0.20292826234435762,0.6303418803418803,1586.4406779661017,1.896
10,18,discovery,2800.0,outbound,15.0,30.0,0.398964466489377,0.054910636573550636,0.34405382991582634,0.6303418803418803,1586.4406779661017,1.896
11,18,validation,2800.0,outbound,15.0,30.0,0.25190740708388637,0.08320947222042396,0.1686979348634624,0.6303418803418803,1586.4406779661017,1.896
12,18,discovery,2800.0,outbound,15.0,30.0,0.018710782195263693,0.02051888693371718,-0.0018081047384534872,0.6303418803418803,1586.4406779661017,1.896
13,20,validation,2800.0,outbound,15.0,30.0,0.017691877346101736,0.021736490385347074,-0.004044613039245339,0.6303418803418803,1586.4406779661017,1.896
14,20,discovery,2800.0,outbound,15.0,30.0,0.3346450638213028,0.06343862864833623,0.2712064351729666,0.6303418803418803,1586.4406779661017,1.896
15,19,validation,2800.0,outbound,15.0,30.0,0.27687573765253454,0.020420712500040284,0.25645502515249424,0.6303418803418803,1586.4406779661017,1.896
16,20,discovery,2800.0,outbound,15.0,30.0,0.02430914110451677,0.020919015687250554,0.0033901254172662154,0.6303418803418803,1586.4406779661017,1.896
17,20,validation,2800.0,outbound,15.0,30.0,0.3882202243911003,0.01902026836737891,0.3691999560237214,0.6303418803418803,1586.4406779661017,1.896
18,18,discovery,2800.0,outbound,15.0,30.0,0.5305034644580193,0.07468822328053053,0.4558152411774888,0.6303418803418803,1586.4406779661017,1.896
19,18,validation,2800.0,outbound,15.0,30.0,0.4423365347089773,0.04783658435004941,0.39449995035892793,0.6303418803418803,1586.4406779661017,1.896
20,19,discovery,2800.0,outbound,15.0,30.0,0.3123063259415589,0.0315600195850403,0.2807463063565186,0.6303418803418803,1586.4406779661017,1.896
21,19,validation,2800.0,outbound,15.0,30.0,0.5446781539586459,0.10849942438999907,0.4361787295686469,0.6303418803418803,1586.4406779661017,1.896
22,18,discovery,2800.0,outbound,15.0,30.0,0.4546455284096396,0.11378436267633836,0.3408611657333013,0.6303418803418803,1586.4406779661017,1.896
23,18,validation,2800.0,outbound,15.0,30.0,0.33507775266714024,0.032554324536988304,0.30252342813015193,0.6303418803418803,1586.4406779661017,1.896
24,20,discovery,2800.0,outbound,15.0,30.0,0.19035173016306148,0.038018747795118574,0.1523329823679429,0.6303418803418803,1586.4406779661017,1.896
25,20,validation,2800.0,outbound,15.0,30.0,0.4252854825137393,0.08189687665062217,0.34338860586311715,0.6303418803418803,1586.4406779661017,1.896
26,18,discovery,2800.0,outbound,15.0,30.0,0.3093634445142193,0.04224893552694334,0.26711450898727596,0.6303418803418803,1586.4406779661017,1.896
27,19,validation,2800.0,outbound,15.0,30.0,0.011819104610182946,0.024243735207195485,-0.012424630597012539,0.6303418803418803,1586.4406779661017,1.896
28,17,discovery,2800.0,outbound,15.0,30.0,0.31433584059508085,0.048196875415215744,0.26613896517986513,0.6303418803418803,1586.4406779661017,1.896
29,18,validation,2800.0,outbound,15.0,30.0,0.454927575454956,0.05317566730266342,0.40175190815229256,0.6303418803418803,1586.4406779661017,1.896
30,19,discovery,2800.0,outbound,15.0,30.0,0.2923572079571999,0.042043970834030074,0.25031323712316983,0.6303418803418803,1586.4406779661017,1.896
31,18,validation,2800.0,outbound,15.0,30.0,0.40255010060338564,0.019564148260580727,0.3829859523428049,0.6303418803418803,1586.4406779661017,1.896
32,19,discovery,2800.0,outbound,15.0,30.0,0.33821822944944413,0.08477788595177445,0.2534403434976697,0.6303418803418803,1586.4406779661017,1.896
33,19,validation,2800.0,outbound,15.0,30.0,0.44819178032413964,0.050064648470341234,0.3981271318537984,0.6303418803418803,1586.4406779661017,1.896
34,21,discovery,2800.0,outbound,15.0,30.0,0.4884260934235258,0.06724327623172377,0.421182817191802,0.6303418803418803,1586.4406779661017,1.896
35,17,validation,2800.0,outbound,15.0,30.0,0.44753693263266664,0.047358382650982064,0.40017854998168456,0.6303418803418803,1586.4406779661017,1.896
36,19,discovery,2800.0,outbound,15.0,30.0,0.36920276590670176,0.07130928382304709,0.2978934820836547,0.6303418803418803,1586.4406779661017,1.896
37,18,validation,2800.0,outbound,15.0,30.0,0.4086975877774422,0.10148247631429415,0.30721511146314806,0.6303418803418803,1586.4406779661017,1.896
38,19,discovery,2800.0,outbound,15.0,30.0,0.3849532596025336,0.0644253265448605,0.32052793305767313,0.6303418803418803,1586.4406779661017,1.896
39,22,validation,2800.0,outbound,15.0,30.0,0.030311292762625966,0.07548543701030401,-0.045174144247678044,0.6303418803418803,1586.4406779661017,1.896
40,18,discovery,2800.0,outbound,15.0,30.0,0.39392487717081065,0.04214383311140313,0.3517810440594075,0.6303418803418803,1586.4406779661017,1.896
41,18,validation,2800.0,outbound,15.0,30.0,0.26191344871125394,0.06784120416112137,0.19407224455013256,0.6303418803418803,1586.4406779661017,1.896
42,19,discovery,2800.0,outbound,15.0,30.0,0.35983991250406094,0.07036079072769598,0.289479121776365,0.6303418803418803,1586.4406779661017,1.896
43,19,validation,2800.0,outbound,15.0,30.0,0.29556278028726757,0.028681872705174558,0.266880907582093,0.6303418803418803,1586.4406779661017,1.896
44,18,discovery,2800.0,outbound,15.0,30.0,0.3172492183883108,0.055542518224002045,0.2617067001643088,0.6303418803418803,1586.4406779661017,1.896
45,19,validation,2800.0,outbound,15.0,30.0,0.41206024029255944,0.05118010464464515,0.3608801356479143,0.6303418803418803,1586.4406779661017,1.896
0,18,discovery,2800.0,return,3.0,15.0,0.037793724707426736,0.03854500419092517,-0.0007512794834984363,0.7371794871794872,1356.5217391304348,1.004
1,17,validation,2800.0,return,3.0,15.0,0.05691238986622839,0.025841558529968132,0.031070831336260256,0.7371794871794872,1356.5217391304348,1.004
2,18,discovery,2800.0,return,3.0,15.0,0.08436201925060258,0.033348193765022176,0.0510138254855804,0.7371794871794872,1356.5217391304348,1.004
3,18,validation,2800.0,return,3.0,15.0,0.06497809057506022,0.03962003481465968,0.025358055760400545,0.7371794871794872,1356.5217391304348,1.004
4,19,discovery,2800.0,return,3.0,15.0,0.08487395238463083,0.025313779971694088,0.05956017241293674,0.7371794871794872,1356.5217391304348,1.004
5,19,validation,2800.0,return,3.0,15.0,0.03756504266198563,0.006067134384398104,0.03149790827758753,0.7371794871794872,1356.5217391304348,1.004
6,17,discovery,2800.0,return,3.0,15.0,0.0505989620614065,0.041125682013017,0.009473280048389501,0.7371794871794872,1356.5217391304348,1.004
7,19,validation,2800.0,return,3.0,15.0,0.04363656349708143,0.02166538656994395,0.021971176927137476,0.7371794871794872,1356.5217391304348,1.004
8,19,discovery,2800.0,return,3.0,15.0,0.01429747845869677,0.03657351970629735,-0.022276041247600582,0.7371794871794872,1356.5217391304348,1.004
9,18,validation,2800.0,return,3.0,15.0,0.012854269348355195,0.027403541530101272,-0.014549272181746077,0.7371794871794872,1356.5217391304348,1.004
10,18,discovery,2800.0,return,3.0,15.0,0.024014758345002423,0.02826410962911913,-0.004249351284116708,0.7371794871794872,1356.5217391304348,1.004
11,18,validation,2800.0,return,3.0,15.0,0.04312450418267941,0.04105886818930832,0.00206563599337109,0.7371794871794872,1356.5217391304348,1.004
12,18,discovery,2800.0,return,3.0,15.0,0.022824736515857015,0.015562313669133897,0.007262422846723118,0.7371794871794872,1356.5217391304348,1.004
13,20,validation,2800.0,return,3.0,15.0,0.03458851881227543,0.017984523690424203,0.01660399512185123,0.7371794871794872,1356.5217391304348,1.004
14,20,discovery,2800.0,return,3.0,15.0,0.01987871682482243,0.03240779483231347,-0.012529078007491042,0.7371794871794872,1356.5217391304348,1.004
15,19,validation,2800.0,return,3.0,15.0,0.023018205048373482,0.024456618728129747,-0.0014384136797562647,0.7371794871794872,1356.5217391304348,1.004
16,20,discovery,2800.0,return,3.0,15.0,0.02907650573445824,0.05412990052822099,-0.02505339479376275,0.7371794871794872,1356.5217391304348,1.004
17,20,validation,2800.0,return,3.0,15.0,0.050639914428330726,0.01729791859203089,0.033341995836299834,0.7371794871794872,1356.5217391304348,1.004
18,18,discovery,2800.0,return,3.0,15.0,0.026803365322620516,0.014723913432451646,0.01207945189016887,0.7371794871794872,1356.5217391304348,1.004
19,18,validation,2800.0,return,3.0,15.0,0.014845654364732296,0.05098609154747797,-0.03614043718274568,0.7371794871794872,1356.5217391304348,1.004
20,19,discovery,2800.0,return,3.0,15.0,0.05239653769572389,0.05896173045147565,-0.006565192755751764,0.7371794871794872,1356.5217391304348,1.004
21,19,validation,2800.0,return,3.0,15.0,0.03513518936740762,0.02650538386431194,0.008629805503095684,0.7371794871794872,1356.5217391304348,1.004
22,18,discovery,2800.0,return,3.0,15.0,0.026178897258528195,0.029897407267827296,-0.003718510009299101,0.7371794871794872,1356.5217391304348,1.004
23,18,validation,2800.0,return,3.0,15.0,0.018956182223508148,0.021236694374556688,-0.00228051215104854,0.7371794871794872,1356.5217391304348,1.004
24,20,discovery,2800.0,return,3.0,15.0,0.022214777105846246,0.023786955811449212,-0.0015721787056029654,0.7371794871794872,1356.5217391304348,1.004
25,20,validation,2800.0,return,3.0,15.0,0.038019304339812536,0.02385726161659388,0.014162042723218655,0.7371794871794872,1356.5217391304348,1.004
26,18,discovery,2800.0,return,3.0,15.0,0.1135416642998059,0.027441455118884683,0.08610020918092122,0.7371794871794872,1356.5217391304348,1.004
27,19,validation,2800.0,return,3.0,15.0,0.10192273596778452,0.014813322470188977,0.08710941349759554,0.7371794871794872,1356.5217391304348,1.004
28,17,discovery,2800.0,return,3.0,15.0,0.03212674298665035,0.027759917949843015,0.004366825036807336,0.7371794871794872,1356.5217391304348,1.004
29,18,validation,2800.0,return,3.0,15.0,0.054778951995327646,0.04679725963120156,0.007981692364126089,0.7371794871794872,1356.5217391304348,1.004
30,19,discovery,2800.0,return,3.0,15.0,0.039191399409153616,0.019239216275390537,0.01995218313376308,0.7371794871794872,1356.5217391304348,1.004
31,18,validation,2800.0,return,3.0,15.0,0.0763622362404101,0.031175141447129347,0.045187094793280744,0.7371794871794872,1356.5217391304348,1.004
32,19,discovery,2800.0,return,3.0,15.0,0.04446480691442722,0.030744763102461475,0.013720043811965742,0.7371794871794872,1356.5217391304348,1.004
33,19,validation,2800.0,return,3.0,15.0,0.03349324077382665,0.01123359416280671,0.022259646611019937,0.7371794871794872,1356.5217391304348,1.004
34,21,discovery,2800.0,return,3.0,15.0,0.026393761553615017,0.026088542282182606,0.0003052192714324102,0.7371794871794872,1356.5217391304348,1.004
35,17,validation,2800.0,return,3.0,15.0,0.01605602443923985,0.008564200289690339,0.007491824149549513,0.7371794871794872,1356.5217391304348,1.004
36,19,discovery,2800.0,return,3.0,15.0,0.032988641996816045,0.019781267882635643,0.013207374114180402,0.7371794871794872,1356.5217391304348,1.004
37,18,validation,2800.0,return,3.0,15.0,0.04040196239402321,0.04358479794256961,-0.0031828355485463977,0.7371794871794872,1356.5217391304348,1.004
38,19,discovery,2800.0,return,3.0,15.0,0.05318787003574849,0.03301491797876674,0.020172952056981754,0.7371794871794872,1356.5217391304348,1.004
39,22,validation,2800.0,return,3.0,15.0,0.03617758312574669,0.019546408760424783,0.016631174365321907,0.7371794871794872,1356.5217391304348,1.004
40,18,discovery,2800.0,return,3.0,15.0,0.063785571254583,0.024444368390365345,0.03934120286421766,0.7371794871794872,1356.5217391304348,1.004
41,18,validation,2800.0,return,3.0,15.0,0.039692316508971086,0.02224107933617486,0.017451237172796227,0.7371794871794872,1356.5217391304348,1.004
42,19,discovery,2800.0,return,3.0,15.0,0.026541501384913648,0.013975273061180587,0.012566228323733062,0.7371794871794872,1356.5217391304348,1.004
43,19,validation,2800.0,return,3.0,15.0,0.027392108634346955,0.03684317395732051,-0.009451065322973552,0.7371794871794872,1356.5217391304348,1.004
44,18,discovery,2800.0,return,3.0,15.0,0.029217749573752953,0.025287794002332335,0.003929955571420618,0.7371794871794872,1356.5217391304348,1.004
45,19,validation,2800.0,return,3.0,15.0,0.0728247811528885,0.07420566041376936,-0.00138087926088086,0.7371794871794872,1356.5217391304348,1.004
0,18,discovery,2800.0,return,15.0,30.0,0.11181148344084105,0.14290125427455608,-0.03108977083371503,0.7692307692307693,1300.0,0.9560000000000001
1,17,validation,2800.0,return,15.0,30.0,0.12701905033759525,0.13011810127913728,-0.003099050941542031,0.7692307692307693,1300.0,0.9560000000000001
2,18,discovery,2800.0,return,15.0,30.0,0.11295662018682791,0.15563901971402216,-0.042682399527194256,0.7692307692307693,1300.0,0.9560000000000001
3,18,validation,2800.0,return,15.0,30.0,0.09994749989294549,0.09960497438702687,0.00034252550591862274,0.7692307692307693,1300.0,0.9560000000000001
4,19,discovery,2800.0,return,15.0,30.0,0.12655034554663958,0.1529320139999288,-0.026381668453289236,0.7692307692307693,1300.0,0.9560000000000001
5,19,validation,2800.0,return,15.0,30.0,0.11003468785199788,0.10199102943107448,0.008043658420923402,0.7692307692307693,1300.0,0.9560000000000001
6,17,discovery,2800.0,return,15.0,30.0,0.06413180373598568,0.05578697611446642,0.008344827621519259,0.7692307692307693,1300.0,0.9560000000000001
7,19,validation,2800.0,return,15.0,30.0,0.1229234830944813,0.09586517112676389,0.027058311967717408,0.7692307692307693,1300.0,0.9560000000000001
8,19,discovery,2800.0,return,15.0,30.0,0.03482530706411284,0.09264739812227321,-0.05782209105816037,0.7692307692307693,1300.0,0.9560000000000001
9,18,validation,2800.0,return,15.0,30.0,0.01787642908169519,0.0886507323722979,-0.0707743032906027,0.7692307692307693,1300.0,0.9560000000000001
10,18,discovery,2800.0,return,15.0,30.0,0.0740164475821994,0.10433930254692124,-0.03032285496472184,0.7692307692307693,1300.0,0.9560000000000001
11,18,validation,2800.0,return,15.0,30.0,0.02684610063457687,0.021920948400249236,0.004925152234327636,0.7692307692307693,1300.0,0.9560000000000001
12,18,discovery,2800.0,return,15.0,30.0,0.03562384020959863,0.04069093092115594,-0.005067090711557316,0.7692307692307693,1300.0,0.9560000000000001
13,20,validation,2800.0,return,15.0,30.0,0.06040612493333742,0.053350240726766376,0.007055884206571043,0.7692307692307693,1300.0,0.9560000000000001
14,20,discovery,2800.0,return,15.0,30.0,0.06382947419619532,0.06110194339238922,0.002727530803806104,0.7692307692307693,1300.0,0.9560000000000001
15,19,validation,2800.0,return,15.0,30.0,0.0863163017430547,0.14532132786272153,-0.059005026119666834,0.7692307692307693,1300.0,0.9560000000000001
16,20,discovery,2800.0,return,15.0,30.0,0.054243856181516545,0.04419510001041127,0.010048756171105275,0.7692307692307693,1300.0,0.9560000000000001
17,20,validation,2800.0,return,15.0,30.0,0.033134711676752804,0.031129053297795,0.002005658378957803,0.7692307692307693,1300.0,0.9560000000000001
18,18,discovery,2800.0,return,15.0,30.0,0.03184734519567947,0.0323742406413763,-0.0005268954456968261,0.7692307692307693,1300.0,0.9560000000000001
19,18,validation,2800.0,return,15.0,30.0,0.08494368000159408,0.08207384132014281,0.00286983868145127,0.7692307692307693,1300.0,0.9560000000000001
20,19,discovery,2800.0,return,15.0,30.0,0.03698608336721601,0.0367456915219178,0.0002403918452982129,0.7692307692307693,1300.0,0.9560000000000001
21,19,validation,2800.0,return,15.0,30.0,0.03443539133189223,0.014500509096126789,0.019934882235765443,0.7692307692307693,1300.0,0.9560000000000001
22,18,discovery,2800.0,return,15.0,30.0,0.04174626015742346,0.02914322480517956,0.012603035352243903,0.7692307692307693,1300.0,0.9560000000000001
23,18,validation,2800.0,return,15.0,30.0,0.009754413672398637,0.09268363150130786,-0.08292921782890922,0.7692307692307693,1300.0,0.9560000000000001
24,20,discovery,2800.0,return,15.0,30.0,0.07182089186524195,0.13341950770098382,-0.061598615835741874,0.7692307692307693,1300.0,0.9560000000000001
25,20,validation,2800.0,return,15.0,30.0,0.05255013907292348,0.03345677789773056,0.019093361175192926,0.7692307692307693,1300.0,0.9560000000000001
26,18,discovery,2800.0,return,15.0,30.0,0.11453739284224702,0.1243534358304971,-0.009816042988250076,0.7692307692307693,1300.0,0.9560000000000001
27,19,validation,2800.0,return,15.0,30.0,0.11494532239993917,0.12441145757810913,-0.009466135178169965,0.7692307692307693,1300.0,0.9560000000000001
28,17,discovery,2800.0,return,15.0,30.0,0.08281381727222506,0.055956620624692144,0.026857196647532916,0.7692307692307693,1300.0,0.9560000000000001
29,18,validation,2800.0,return,15.0,30.0,0.06424023062669632,0.04125847309079102,0.022981757535905298,0.7692307692307693,1300.0,0.9560000000000001
30,19,discovery,2800.0,return,15.0,30.0,0.12918347043633066,0.07296486486016589,0.056218605576164773,0.7692307692307693,1300.0,0.9560000000000001
31,18,validation,2800.0,return,15.0,30.0,0.04667647045898875,0.059739855961430485,-0.013063385502441738,0.7692307692307693,1300.0,0.9560000000000001
32,19,discovery,2800.0,return,15.0,30.0,0.08611756570339821,0.08633588729274484,-0.00021832158934663448,0.7692307692307693,1300.0,0.9560000000000001
33,19,validation,2800.0,return,15.0,30.0,0.06831156022076094,0.07287178339175711,-0.004560223170996164,0.7692307692307693,1300.0,0.9560000000000001
34,21,discovery,2800.0,return,15.0,30.0,0.07233392102369131,0.09628011645907884,-0.023946195435387535,0.7692307692307693,1300.0,0.9560000000000001
35,17,validation,2800.0,return,15.0,30.0,0.029648944806230614,0.0518769148171312,-0.022227970010900586,0.7692307692307693,1300.0,0.9560000000000001
36,19,discovery,2800.0,return,15.0,30.0,0.06041299724171819,0.10283112882978955,-0.04241813158807136,0.7692307692307693,1300.0,0.9560000000000001
37,18,validation,2800.0,return,15.0,30.0,0.043254031639374864,0.09303093915879314,-0.049776907519418274,0.7692307692307693,1300.0,0.9560000000000001
38,19,discovery,2800.0,return,15.0,30.0,0.10299409975138439,0.13960911761257022,-0.03661501786118583,0.7692307692307693,1300.0,0.9560000000000001
39,22,validation,2800.0,return,15.0,30.0,0.08983912958402729,0.10172782339640143,-0.011888693812374146,0.7692307692307693,1300.0,0.9560000000000001
40,18,discovery,2800.0,return,15.0,30.0,0.1024192957802542,0.14702019039137956,-0.04460089461112536,0.7692307692307693,1300.0,0.9560000000000001
41,18,validation,2800.0,return,15.0,30.0,0.0771923841068021,0.0732320212075793,0.003960362899222802,0.7692307692307693,1300.0,0.9560000000000001
42,19,discovery,2800.0,return,15.0,30.0,0.038803665476117064,0.045366479191364995,-0.006562813715247931,0.7692307692307693,1300.0,0.9560000000000001
43,19,validation,2800.0,return,15.0,30.0,0.04978060930633335,0.041464794290841586,0.008315815015491765,0.7692307692307693,1300.0,0.9560000000000001
44,18,discovery,2800.0,return,15.0,30.0,0.09175119181508505,0.03488574879591299,0.05686544301917206,0.7692307692307693,1300.0,0.9560000000000001
45,19,validation,2800.0,return,15.0,30.0,0.12449683743381335,0.16556587918292187,-0.041069041749108526,0.7692307692307693,1300.0,0.9560000000000001
0,18,discovery,3000.0,outbound,3.0,15.0,0.10489250058373385,0.05236108480267508,0.05253141578105877,0.7478632478632478,1337.1428571428573,1.744
1,17,validation,3000.0,outbound,3.0,15.0,0.11573214557095353,0.023113573296452968,0.09261857227450056,0.7478632478632478,1337.1428571428573,1.744
2,18,discovery,3000.0,outbound,3.0,15.0,0.040162758551072625,0.020491594844517506,0.01967116370655512,0.7478632478632478,1337.1428571428573,1.744
3,18,validation,3000.0,outbound,3.0,15.0,0.02984753991713688,0.07548333695960302,-0.04563579704246614,0.7478632478632478,1337.1428571428573,1.744
4,19,discovery,3000.0,outbound,3.0,15.0,0.15589258978684264,0.07923639034654067,0.07665619944030197,0.7478632478632478,1337.1428571428573,1.744
5,19,validation,3000.0,outbound,3.0,15.0,0.11240400729314574,0.045687014853857566,0.06671699243928818,0.7478632478632478,1337.1428571428573,1.744
6,17,discovery,3000.0,outbound,3.0,15.0,0.03808487600074854,0.09649321965484522,-0.05840834365409669,0.7478632478632478,1337.1428571428573,1.744
7,19,validation,3000.0,outbound,3.0,15.0,0.04106924030678175,0.20861713273510735,-0.1675478924283256,0.7478632478632478,1337.1428571428573,1.744
8,19,discovery,3000.0,outbound,3.0,15.0,0.1182209810469968,0.1437022159700905,-0.025481234923093704,0.7478632478632478,1337.1428571428573,1.744
9,18,validation,3000.0,outbound,3.0,15.0,0.07663053431600679,0.10781724039584636,-0.031186706079839574,0.7478632478632478,1337.1428571428573,1.744
10,18,discovery,3000.0,outbound,3.0,15.0,0.054688254596052206,0.08048841363619336,-0.02580015904014115,0.7478632478632478,1337.1428571428573,1.744
11,18,validation,3000.0,outbound,3.0,15.0,0.09763421780121437,0.11785523059274183,-0.020221012791527465,0.7478632478632478,1337.1428571428573,1.744
12,18,discovery,3000.0,outbound,3.0,15.0,0.021329462689482763,0.02375313206698314,-0.002423669377500378,0.7478632478632478,1337.1428571428573,1.744
13,20,validation,3000.0,outbound,3.0,15.0,0.021719714034038336,0.11251177377450025,-0.09079205974046192,0.7478632478632478,1337.1428571428573,1.744
14,20,discovery,3000.0,outbound,3.0,15.0,0.02710987623096585,0.03742519950697486,-0.010315323276009009,0.7478632478632478,1337.1428571428573,1.744
