stack_size,95pct_null_threshold,approx_95pct_power_threshold
1,0.003424979217598508,0.005661700339295493
2,0.002421826030186901,0.00400342670296202
4,0.001712489608799254,0.0028308501696477466
8,0.0012109130150934505,0.00200171335148101
16,0.000856244804399627,0.0014154250848238733
32,0.0006054565075467252,0.001000856675740505
46,0.0005049856356325931,0.0008347721731885723
